dia,partilha,cultivar,quantidade
10/09/2022,136,Almeirão Roxo,2.86
10/09/2022,136,Cebola Roxa,1.53
10/09/2022,136,Tomate Pera Amarelo,1.00
10/09/2022,136,Salsa,0.54
10/09/2022,136,Coentro,0.50
10/09/2022,136,Lippia Alba,0.37
10/09/2022,136,Lavanda,0.05
17/09/2022,137,Batata Orchestra,13.16
17/09/2022,137,Mandioca Branca,12.04
17/09/2022,137,Alface Elba,11.05
17/09/2022,137,Rabanete,4.80
17/09/2022,137,Tomate Pera VErmelho,4.10
17/09/2022,137,Alface Roxo,1.33
17/09/2022,137,Almeirão Roxo,1.25
17/09/2022,137,Tomate Pera Amarelo,0.62
17/09/2022,137,Salsa,0.55
17/09/2022,137,Coentro,0.40
24/09/2022,138,Abóbora Bege Redonda,16.98
24/09/2022,138,Mandioca Branca,12.26
24/09/2022,138,Mini Moranga,12.13
24/09/2022,138,Batata Orchestra,9.02
24/09/2022,138,Repolho,8.72
24/09/2022,138,Alface Crespa,7.57
24/09/2022,138,Banana Nanicão,7.20
24/09/2022,138,Tomate Pera Vermelho,5.50
24/09/2022,138,Alface Elba,4.80
24/09/2022,138,Banana Maçã,3.02
24/09/2022,138,Salsa,0.80
24/09/2022,138,Tomate Pera Amarelo,0.52
24/09/2022,138,Lavanda,0.10
03/12/2022,148,Manga Tommy,15.65
03/12/2022,148,Manga Háden,14.69
03/12/2022,148,Mandioca Branca,8.15
03/12/2022,148,Manga Manteiguinha,7.38
03/12/2022,148,Manga Palmer,6.60
03/12/2022,148,Abóbora Bege Redonda,6.44
03/12/2022,148,Mini-Moranga,5.90
03/12/2022,148,Rabanete,1.62
03/12/2022,148,Couve Manteiga,1.44
03/12/2022,148,Almeirão Roxo,1.31
03/12/2022,148,Capim Cidreira,0.46
03/12/2022,148,Hortelã,0.32
03/12/2022,148,Pimenta Habanero,0.28
03/12/2022,148,Cebolinha Nirá,0.21
03/12/2022,148,Pimenta Dedo de Moça,0.08
03/12/2022,148,Lavanda,0.07
10/12/2022,149,Manga Tommy,11.73
10/12/2022,149,Abóbora Bege Redonda,11.09
10/12/2022,149,Mandioca Branca,9.01
10/12/2022,149,Mini-MOranga,7.13
10/12/2022,149,Manga Manteiguinha,6.93
10/12/2022,149,Manga Palmer,6.47
10/12/2022,149,Capim Cidreira,0.71
10/12/2022,149,Alface Elba,0.67
10/12/2022,149,Hortelã do Norte,0.63
10/12/2022,149,Almeirão Roxo,0.56
10/12/2022,149,Lippia Alba,0.43
10/12/2022,149,Hortelã,0.29
10/12/2022,149,Salsão,0.22
10/12/2022,149,Pimenta Dedo de Moça,0.14
10/12/2022,149,Cebolinha Nirá,0.12
10/12/2022,149,Manjericão Roxo,0.07
10/12/2022,149,Lavanda,0.05
17/12/2022,150,Manga Manteiguinha,9.38
17/12/2022,150,Côco Baiano,8.69
17/12/2022,150,Mandioca Branca,8.18
17/12/2022,150,Mini-Moranga,7.08
17/12/2022,150,Manga Palmer,6.42
17/12/2022,150,Abóbora Bege Redonda,5.39
17/12/2022,150,Batata Doce Branca,5.35
17/12/2022,150,Manga Tommy,4.09
17/12/2022,150,Mamão Formosa,1.59
17/12/2022,150,Cenoura,0.91
17/12/2022,150,Almeirão Roxo,0.65
17/12/2022,150,Couve Manteiga,0.57
17/12/2022,150,Hortelã do Norte,0.42
17/12/2022,150,Capim Cidreira,0.40
17/12/2022,150,Cebolinha,0.27
17/12/2022,150,Hortelã,0.24
17/12/2022,150,Salsa,0.22
17/12/2022,150,Pimenta Dedo de Moça,0.12
17/12/2022,150,Lavanda,0.03
23/12/2022,151,Manga Manteiguinha,11.40
23/12/2022,151,Mandioca Branca,6.78
23/12/2022,151,Batata Doce Branca,6.13
23/12/2022,151,Batata Orchestra,5.13
23/12/2022,151,Mini-Moranga,3.76
23/12/2022,151,Jabuticaba,2.20
23/12/2022,151,Pitanga,1.31
23/12/2022,151,Couve Manteiga,0.99
23/12/2022,151,Lippia Alba,0.67
23/12/2022,151,Alface Mimosa,0.56
23/12/2022,151,Cebolinha,0.50
23/12/2022,151,Orapronóbis,0.38
23/12/2022,151,Hortelã,0.36
23/12/2022,151,Lavanda,0.07
23/12/2022,151,Semente de Erva Doce Funcho,0.09
29/12/2022,152,Mandioca Branca,10.11
29/12/2022,152,Manga Manteiguinha,7.90
29/12/2022,152,Abóbora Bege Redonda,6.64
29/12/2022,152,Batata Doce Branca,6.08
29/12/2022,152,Côco Baiano,4.61
29/12/2022,152,Batata Cupido,2.88
29/12/2022,152,Almeirão Caipira,2.17
29/12/2022,152,Couve Manteiga,1.00
29/12/2022,152,Pitanga,0.81
29/12/2022,152,Hortelã Pimenta,0.58
29/12/2022,152,Cebolinha,0.48
29/12/2022,152,Orapronóbis,0.43
29/12/2022,152,Pimenta Dedo de Moça,0.26
29/12/2022,152,Hortelã,0.23
29/12/2022,152,Lavanda,0.08
29/12/2022,152,Alecrim,0.04
06/01/2023,153,Mandioca Branca,8.00
06/01/2023,153,Batata Doce Branca,7.08
06/01/2023,153,Abóbora Bege Redonda,5.57
06/01/2023,153,Avocado,3.27
06/01/2023,153,Almeirão Roxo,1.01
06/01/2023,153,Couve Manteiga,0.89
06/01/2023,153,Lippia Alba,0.62
06/01/2023,153,Orapronóbis,0.55
06/01/2023,153,Batata Doce Roxa,0.35
06/01/2023,153,Cebolinha,0.34
06/01/2023,153,Semente de Erva Doce Funcho,0.24
06/01/2023,153,Hortelã,0.22
06/01/2023,153,Pimenta Dedo de Moça,0.16
06/01/2023,153,Lavanda,0.10
06/01/2023,153,Batata Doce Cenoura,0.10
06/01/2023,153,Salsa,0.07
06/01/2023,153,Cebolinha Nirá,0.06
13/01/2023,154,Banana Prata,8.84
13/01/2023,154,Mandioca Branca,8.45
13/01/2023,154,Batata Doce Branca,5.59
13/01/2023,154,Abóbora Bege Redonda,6.86
13/01/2023,154,Avocado,3.17
13/01/2023,154,Mini Moranga,0.81
13/01/2023,154,Lippia Alba,0.68
13/01/2023,154,Hortelã Pimenta,0.50
13/01/2023,154,Orapronóbis,0.50
13/01/2023,154,Capim Cidreira,0.30
13/01/2023,154,Hortelã,0.25
13/01/2023,154,Alho Poró,0.25
13/01/2023,154,Cebolinha,0.22
13/01/2023,154,Salsa,0.09
13/01/2023,154,Pimenta Dedo de Moça,0.09
13/01/2023,154,Manjericão Roxo,0.07
13/01/2023,154,Lavanda,0.06
13/01/2023,154,Erva Doce Funcho sementes,0.03
20/01/2023,155,Mandioca Branca,12.00
20/01/2023,155,Abóbora Bege Redonda,7.55
20/01/2023,155,Batata Doce Branca,5.72
20/01/2023,155,Banana Prata,4.95
20/01/2023,155,Coco descascado,4.34
20/01/2023,155,Avocado,3.88
20/01/2023,155,Hortelã Pimenta,0.72
20/01/2023,155,Couve Manteiga,0.65
20/01/2023,155,Açafrão da Terra,0.46
20/01/2023,155,Lippia Alba,0.45
20/01/2023,155,Capim Cidreira,0.38
20/01/2023,155,Hortelã,0.18
20/01/2023,155,Lavanda,0.15
20/01/2023,155,Manjericão Roxo,0.10
27/01/2023,156,Mandioca Branca,8.15
27/01/2023,156,Avocado,6.45
27/01/2023,156,Coco descascado,4.38
27/01/2023,156,Batata Doce Cenoura,3.25
27/01/2023,156,Ovos Caipira,1.50
27/01/2023,156,Batata Doce Branca,0.95
27/01/2023,156,Lippia Alba,0.41
27/01/2023,156,Açafrão da Terra,0.36
27/01/2023,156,Hortelã,0.15
27/01/2023,156,Manjericão Roxo,0.09
03/02/2023,157,Banana Prata,8.30
03/02/2023,157,Mandioca Branca,6.89
03/02/2023,157,Milho Amarelo,6.25
03/02/2023,157,Coco descascado,3.70
03/02/2023,157,Avocado,3.61
03/02/2023,157,Batata Doce Cenoura,3.14
03/02/2023,157,Couve Manteiga,0.90
03/02/2023,157,Alface Elba,0.62
03/02/2023,157,Capim Cidreira,0.50
03/02/2023,157,Hortelã Pimenta,0.43
03/02/2023,157,Lavanda,0.07
10/02/2023,158,Mandioca Branca,8.14
10/02/2023,158,Milho Amarelo,5.94
10/02/2023,158,Avocado,4.03
10/02/2023,158,Banana Maçã,2.70
10/02/2023,158,Ovos Caipira,1.50
10/02/2023,158,Tomate Cereja Vermelho,0.89
10/02/2023,158,Hortelã Pimenta,0.70
10/02/2023,158,Capim Cidreira,0.51
10/02/2023,158,Orapronóbis,0.50
10/02/2023,158,Vagem de Corda,0.18
10/02/2023,158,Pimenta Habanero,0.15
10/02/2023,158,Hortelã,0.10
10/02/2023,158,Pimenta Dedo de Moça,0.10
10/02/2023,158,Lavanda,0.08
10/02/2023,158,Alecrim,0.03
17/02/2023,159,Mandioca Branca,8.85
17/02/2023,159,Milho Amarelo,8.50
17/02/2023,159,Avocado,4.04
17/02/2023,159,Batata Doce Branca,3.10
17/02/2023,159,Banana Maçã,2.72
17/02/2023,159,Orapronóbis,0.88
17/02/2023,159,Urucum,0.82
17/02/2023,159,Batata Doce Cenoura,0.53
17/02/2023,159,Hortelã,0.46
17/02/2023,159,Couve Manteiga,0.45
17/02/2023,159,Lippia Alba,0.44
17/02/2023,159,Manjericão Basílico,0.12
17/02/2023,159,Manjericão Roxo,0.09
17/02/2023,159,Lavanda,0.09
24/02/2023,160,Banana Prata,7.24
24/02/2023,160,Mandioca Branca,7.19
24/02/2023,160,Avocado,4.50
24/02/2023,160,Coco descascado,3.04
24/02/2023,160,Alface Americana,1.12
24/02/2023,160,Hortelã Pimenta,0.67
24/02/2023,160,Orapronóbis,0.59
24/02/2023,160,Lippia Alba,0.37
24/02/2023,160,Pimenta Dedo de Moça,0.13
24/02/2023,160,Manjericão Basílico,0.11
24/02/2023,160,Jambú do Pará,0.02
03/03/2023,161,Mandioca Branca,7.91
03/03/2023,161,Limão Cravo,4.66
03/03/2023,161,Avocado,2.64
03/03/2023,161,Banana Maçã,2.03
03/03/2023,161,Cará Cascudo,1.19
03/03/2023,161,Lippia Alba,0.67
03/03/2023,161,Hortelã do Norte,0.60
03/03/2023,161,Orapronóbis,0.50
03/03/2023,161,Couve Manteiga,0.41
03/03/2023,161,Capim Cidreira,0.37
03/03/2023,161,Açafrão da Terra,0.17
03/03/2023,161,Alecrim,0.03
10/03/2023,162,Mandioca Branca,9.47
10/03/2023,162,Limão Cravo,6.30
10/03/2023,162,Abacate,3.76
10/03/2023,162,Coco descascado,2.45
10/03/2023,162,Urucum,0.81
10/03/2023,162,Açafrão da Terra,0.58
10/03/2023,162,Lippia Alba,0.58
10/03/2023,162,Orapronóbis,0.55
10/03/2023,162,Hortelã do Norte,0.56
10/03/2023,162,Vagem de Corda,0.42
10/03/2023,162,Capim Cidreira,0.35
10/03/2023,162,Manjericão Basílico,0.08
17/03/2023,163,Banana Prata,7.98
17/03/2023,163,Mandioca Branca,6.37
17/03/2023,163,Limão Cravo,6.12
17/03/2023,163,Coco descascado,5.00
17/03/2023,163,Abacate,4.35
17/03/2023,163,Batata Doce Branca,1.83
17/03/2023,163,Hortelã Pimenta,0.74
17/03/2023,163,Orapronóbis,0.55
17/03/2023,163,Rúcula,0.55
17/03/2023,163,Lippia Alba,0.44
24/03/2023,164,Abóbora Caravela,13.68
24/03/2023,164,Banana Prata,8.50
24/03/2023,164,Mandioca Branca,6.51
24/03/2023,164,Limão Cravo,4.68
24/03/2023,164,Chuchu,3.82
24/03/2023,164,Cará Cascudo,1.02
24/03/2023,164,Hortelã Pimenta,0.90
24/03/2023,164,Lippia Alba,0.47
24/03/2023,164,Vagem de Corda,0.40
24/03/2023,164,Manjericão Basílico,0.31
24/03/2023,164,Alecrim,0.01
31/03/2023,165,Abóbora Caravela,15.76
31/03/2023,165,Mandioca Branca,6.72
31/03/2023,165,Coco Verde,5.02
31/03/2023,165,Limão Cravo,3.82
31/03/2023,165,Abobrinha Italiana,1.92
31/03/2023,165,Hortelã Pimenta,0.68
31/03/2023,165,Tomate Cereja Vermelho,0.62
31/03/2023,165,Vagem de Corda,0.51
31/03/2023,165,Capim Cidreira,0.49
31/03/2023,165,Alecrim,0.02
06/04/2023,166,Mandioca Branca,9.44
06/04/2023,166,Limão Cravo,6.09
06/04/2023,166,Coco descascado,3.82
06/04/2023,166,Araçá,0.86
06/04/2023,166,Açafrão da Terra,0.79
06/04/2023,166,Orapronóbis,0.54
06/04/2023,166,Urucum,0.53
06/04/2023,166,Lippia Alba,0.53
06/04/2023,166,Capim Cidreira,0.25
06/04/2023,166,Vagem de Corda,0.18
06/04/2023,166,Lavanda,0.03
06/04/2023,166,Alecrim,0.03
14/04/2023,167,Abóbora Caravela,15.59
14/04/2023,167,MAndioca Branca,9.00
14/04/2023,167,Limão Cravo,5.61
14/04/2023,167,Coco descascado,4.70
14/04/2023,167,Araçá,2.00
14/04/2023,167,Lippia Alba,0.52
14/04/2023,167,Orapronóbis,0.47
14/04/2023,167,Capim Cidreira,0.42
14/04/2023,167,Hortelã Pimenta,0.37
14/04/2023,167,Tomate Cereja Vermelho,0.28
14/04/2023,167,Alecrim,0.01
20/04/2023,168,Mandioca Branca,7.90
20/04/2023,168,Banana Prata,5.68
20/04/2023,168,Coco descascado,3.25
20/04/2023,168,Abóbora Moranga,2.83
20/04/2023,168,Milho Amarelo,2.66
20/04/2023,168,Araçá,1.46
20/04/2023,168,Maracujá Azedo,0.96
20/04/2023,168,Abobrinha Italiana,0.73
20/04/2023,168,Hortelã Pimenta,0.70
20/04/2023,168,Lippia Alba,0.43
20/04/2023,168,Almeirão Roxo,0.36
20/04/2023,168,Capim Cidreira,0.30
20/04/2023,168,Vagem de Corda,0.25
20/04/2023,168,Alecrim,0.02
28/04/2023,169,Mandioca Branca,8.00
28/04/2023,169,Banana Prata,5.57
28/04/2023,169,Maracujá Azedo,3.41
28/04/2023,169,Limão Galego,2.43
28/04/2023,169,Hortelã do Norte,0.66
28/04/2023,169,Rúcula,0.51
28/04/2023,169,Tomate Cereja Vermelho,0.50
28/04/2023,169,Vagem de Corda,0.45
28/04/2023,169,Lippia Alba,0.43
28/04/2023,169,Açafrão da Terra,0.40
05/05/2023,170,Banana Prata,11.38
05/05/2023,170,Mandioca Branca,6.95
05/05/2023,170,Abóbora Caravela,5.68
05/05/2023,170,Maracujá Azedo,1.44
05/05/2023,170,Rabanete,0.83
05/05/2023,170,Hortelã Pimenta,0.70
05/05/2023,170,Orapronóbis,0.48
05/05/2023,170,Vagem de Corda,0.37
05/05/2023,170,Rúcula,0.28
05/05/2023,170,Lippia Alba,0.27
05/05/2023,170,Açafrão da Terra,0.24
05/05/2023,170,Capim Cidreira,0.15
05/05/2023,170,Lavanda,0.03
12/05/2023,171,Abóbora Caravela,9.27
12/05/2023,171,Banana Prata,7.57
12/05/2023,171,Mandioca Branca,6.36
12/05/2023,171,Maracujá Azedo,1.41
12/05/2023,171,Rabanete,0.57
12/05/2023,171,Vagem de Corda,0.50
12/05/2023,171,Tomate Cereja Vermelho,0.45
12/05/2023,171,Hortelã do Norte,0.45
12/05/2023,171,Lippia Alba,0.42
12/05/2023,171,Rúcula,0.38
12/05/2023,171,Capim Cidreira,0.14
12/05/2023,171,Lavanda,0.02
12/05/2023,171,Alecrim,0.01
19/05/2023,172,Mandioca Branca,8.47
19/05/2023,172,Banana Prata,6.13
19/05/2023,172,Batata Doce BRanca,4.68
19/05/2023,172,Abóbora Caravela,4.27
19/05/2023,172,BAnana Maçã,3.30
19/05/2023,172,Maracujá Azedo,2.33
19/05/2023,172,Vagem de Corda,0.54
19/05/2023,172,Hortelã Pimenta,0.52
19/05/2023,172,Orapronóbis,0.50
19/05/2023,172,Almeirão Catalão,0.50
19/05/2023,172,Lippia Alba,0.36
19/05/2023,172,Alecrim,0.01
19/05/2023,172,Lavanda,0.01
25/05/2023,173,Abóbora Caravela,9.49
25/05/2023,173,Mandioca Branca,8.00
25/05/2023,173,Banana Maçã,4.82
25/05/2023,173,Batata Doce Branca,2.40
25/05/2023,173,Pepino Aodai,1.00
25/05/2023,173,Maracujá Azedo,0.96
25/05/2023,173,Hortelã Pimenta,0.67
25/05/2023,173,Vagem de Corda,0.41
25/05/2023,173,Lippia Albaa,0.41
25/05/2023,173,Alecrim,0.01
02/06/2023,174,Abóbora Caravela,11.22
02/06/2023,174,Mandioca Branca,9.44
02/06/2023,174,Pepino Aodai,3.68
02/06/2023,174,Banana Maçã,2.76
02/06/2023,174,Maracujá Azedo,2.36
02/06/2023,174,Açafrão da Terra,1.65
02/06/2023,174,Alface Americana,1.60
02/06/2023,174,Hortelã do Norte,1.09
02/06/2023,174,Lippia Alba,0.65
02/06/2023,174,Almeirão Catalão,0.59
02/06/2023,174,Rabanete,0.48
02/06/2023,174,Rúcula,0.43
02/06/2023,174,MIni Moranga,0.42
02/06/2023,174,Tomate Cereja Vermelho,0.37
02/06/2023,174,Vagem de Corda,0.28
02/06/2023,174,Orapronóbis,0.26
02/06/2023,174,Cebolinha NIrá,0.08
02/06/2023,174,LAvanda,0.03
02/06/2023,174,Alecrim,0.02
09/06/2023,175,Mandioca Branca,10.25
09/06/2023,175,Limão Cravo,6.87
09/06/2023,175,Pepino Aodai,5.75
09/06/2023,175,Abóbora CAravela,5.48
09/06/2023,175,Batata Doce Branca,4.36
09/06/2023,175,Alface Americana,1.38
09/06/2023,175,Almeirão Roxo,0.59
09/06/2023,175,Hortelã PImenta,0.58
09/06/2023,175,Couve Manteiga,0.49
09/06/2023,175,Lippia Alba,0.37
09/06/2023,175,Bucha Seca,0.07
16/06/2023,176,Abóbora Moranga,12.41
16/06/2023,176,Mandioca Branca,6.92
16/06/2023,176,Pepino Aodai,5.93
16/06/2023,176,Limão CRavo,5.31
16/06/2023,176,Batata Doce Roxa,3.14
16/06/2023,176,Hortelã Pimenta,1.30
16/06/2023,176,Couve Manteiga,0.93
16/06/2023,176,Almeirão Catalão,0.84
16/06/2023,176,Lippia Alba,0.63
23/06/2023,177,Abóbora Caravela,7.25
23/06/2023,177,Mandioca Branca,6.64
23/06/2023,177,BAtata Doce Branca,5.68
23/06/2023,177,Coração de Bananeira,5.21
23/06/2023,177,Banana Maçã,5.17
23/06/2023,177,Limão Galego,4.07
23/06/2023,177,Pepino Aodai,2.97
23/06/2023,177,Maracujá Azedo,2.84
23/06/2023,177,Hortelã PImenta,0.80
23/06/2023,177,Jambuaçu do Pará,0.60
23/06/2023,177,Lippia Alba,0.26
30/06/2023,178,Banana Prata,10.80
30/06/2023,178,Batata Doce Branca,5.17
30/06/2023,178,Mandioca Branca,4.98
30/06/2023,178,Abóbora Moranga,4.40
30/06/2023,178,Pepino Aodai,1.68
30/06/2023,178,Abóbora CAravela,1.26
30/06/2023,178,Hortelã Pimenta,0.81
30/06/2023,178,Açafrão da Terra,0.63
30/06/2023,178,BAtata Doce Cenoura,0.46
30/06/2023,178,Lippia Alba,0.45
30/06/2023,178,Jambuaçu do Pará,0.43
30/06/2023,178,Orapronóbis,0.42
30/06/2023,178,Couve Manteiga,0.40
30/06/2023,178,Alecrim,0.01
07/07/2023,179,Batata Doce Branca,6.78
07/07/2023,179,Abóbora Caravela,6.23
07/07/2023,179,Limão Galego,2.40
07/07/2023,179,Lippia Alba,0.74
07/07/2023,179,Orapronóbis,0.68
07/07/2023,179,Hortelã Pimenta,0.62
07/07/2023,179,Brócolis Ramoso,0.51
07/07/2023,179,Almeirão Caipira,0.47
07/07/2023,179,Pimenta Biquinho Vermelha,0.33
07/07/2023,179,Almeirão Roxo,0.24
07/07/2023,179,Almeirão Catalão,0.16
07/07/2023,179,Lavanda,0.04
07/07/2023,179,Alecrim,0.01
14/07/2023,180,Batata Doce Branca,6.31
14/07/2023,180,Limão Cravo,4.70
14/07/2023,180,Banana Prata,4.49
14/07/2023,180,Abóbora Japonesa Casca Lisa,4.25
14/07/2023,180,Rúcula,0.86
14/07/2023,180,Hortelã Pimenta,0.57
14/07/2023,180,Batata Doce Cenoura,0.53
14/07/2023,180,Couve Manteiga,0.34
14/07/2023,180,Brócolis,0.31
14/07/2023,180,Lippia Alba,0.17
14/07/2023,180,Lavanda,0.04
14/07/2023,180,Alecrim,0.01
21/07/2023,181,Coco Verde com Casca,9.92
21/07/2023,181,Mandioca Branca,7.38
21/07/2023,181,Limão Cravo,5.01
21/07/2023,181,Banana Maçã,4.34
21/07/2023,181,Batata Doce BRanca,4.02
21/07/2023,181,Hortelã PImenta,0.77
21/07/2023,181,Almeirão Catalão,0.61
21/07/2023,181,Brócolis,0.46
21/07/2023,181,Lippia Alba,0.46
21/07/2023,181,Alecrim,0.01
28/07/2023,182,Mandioca Branca,6.12
28/07/2023,182,Limão CRavo,5.83
28/07/2023,182,MAmão Formosa,5.46
28/07/2023,182,Abóbora Caravela,4.94
28/07/2023,182,Jabuticaba,2.20
28/07/2023,182,Alface Elba,1.10
28/07/2023,182,BRócoli,1.04
28/07/2023,182,HOrtelã PImenta,0.49
04/08/2023,183,Limão Cravo,6.34
04/08/2023,183,Abóbora Japonesa Casca Lisa,4.40
04/08/2023,183,Batata Doce BRanca,4.00
04/08/2023,183,Ovos Caipiras,2.30
04/08/2023,183,Couve Manteiga,1.40
04/08/2023,183,Cenoura,1.30
04/08/2023,183,Brócolis,1.24
04/08/2023,183,Coentro,0.70
04/08/2023,183,Hortelã Pimenta,0.53
04/08/2023,183,Lippia Alba,0.35
04/08/2023,183,Lavanda,0.02
11/08/2023,184,Batata Doce Cenoura,5.23
11/08/2023,184,Limão Cravo,2.63
11/08/2023,184,Banana Maçã,2.32
11/08/2023,184,Maracujá Azedo,1.88
11/08/2023,184,Rabanete,1.20
11/08/2023,184,Brócolis,1.14
11/08/2023,184,Cenoura,1.09
11/08/2023,184,Tomate Cereja Vermelho,0.98
11/08/2023,184,Hortelã Pimenta,0.68
11/08/2023,184,Lippia Alba,0.47
11/08/2023,184,Coentro,0.37
11/08/2023,184,Almeirão Roxo,0.30
11/08/2023,184,Tomate Cereja Amarelo,0.13
11/08/2023,184,Tomate Pera VErmelho,0.12
11/08/2023,184,Alecrim,0.01
11/08/2023,184,Lavanda,0.01
18/08/2023,185,Limão Cravo,7.30
18/08/2023,185,Batata Doce Branca,6.00
18/08/2023,185,Banana Maçã,3.01
18/08/2023,185,Cenoura,1.93
18/08/2023,185,Banana Prata,1.44
18/08/2023,185,Tomate Cereja Vermelho,1.31
18/08/2023,185,Alface Elba,0.90
18/08/2023,185,Brócolis,0.69
18/08/2023,185,Capim Cidreira,0.54
18/08/2023,185,Hortelã PImenta,0.47
18/08/2023,185,Coentro,0.26
18/08/2023,185,Alface Americana,0.20
18/08/2023,185,Lavanda,0.05
18/08/2023,185,Alecrim,0.01
25/08/2023,186,Coco Verde Baiano (água),7.00
25/08/2023,186,Limão Cravo,6.00
25/08/2023,186,Batata Doce Cenoura,5.20
25/08/2023,186,Tomate Cereja Vermelho,2.49
25/08/2023,186,Couve Chinesa,1.20
25/08/2023,186,Cenoura,1.17
25/08/2023,186,Couve Manteiga,0.85
25/08/2023,186,Alface Elba,0.82
25/08/2023,186,Almeirão Catalão,0.78
25/08/2023,186,Hortelã Pimenta,0.55
25/08/2023,186,Lippia Alba,0.44
25/08/2023,186,Coentro,0.36
25/08/2023,186,Lavanda,0.04
25/08/2023,186,Alecrim,0.01
01/09/2023,187,Limão Cravo,6.40
01/09/2023,187,Mandioca BRanca,5.10
01/09/2023,187,Coração de Bananeira,4.50
01/09/2023,187,Tomate Cereja Vermelho,3.00
01/09/2023,187,Brócolis,1.87
01/09/2023,187,Cenoura,1.69
01/09/2023,187,Alface Elba,1.00
01/09/2023,187,Almeirão Roxo,0.71
01/09/2023,187,Lippia Alba,0.46
01/09/2023,187,Coentro,0.40
01/09/2023,187,Hortelã Pimenta,0.29
01/09/2023,187,Lavanda,0.03
01/09/2023,187,Alecrim,0.01
08/09/2023,188,Tomate Cereja Vermelho,3.75
08/09/2023,188,Limão Cravo,2.88
08/09/2023,188,Batata Doce Cenoura,2.28
08/09/2023,188,Batata Doce Branca,2.18
08/09/2023,188,Alface Americano,1.68
08/09/2023,188,Cenoura,1.56
08/09/2023,188,Uvaia,1.53
08/09/2023,188,Brócolis,1.15
08/09/2023,188,Alface Elba,0.79
08/09/2023,188,Almeirão Catalão,0.71
08/09/2023,188,Capim Cidreira,0.57
08/09/2023,188,Lippia Alba,0.49
08/09/2023,188,Hortelã do Norte,0.38
08/09/2023,188,Alecrim,0.00
15/09/2023,189,Batata Doce Branca,6.30
15/09/2023,189,Tomate Cereja Vermelho,5.13
15/09/2023,189,Uvaia,2.90
15/09/2023,189,Alface Elba,1.90
15/09/2023,189,Cenoura,1.00
15/09/2023,189,Almeirão Catalão,0.88
15/09/2023,189,Lippia Alba,0.70
15/09/2023,189,Brócolis,0.70
15/09/2023,189,Hortelã do Norte,0.38
15/09/2023,189,Salsa,0.21
15/09/2023,189,Alecrim,0.01
22/09/2023,190,Banana Prata,18.00
22/09/2023,190,Abóbora Caipira,8.72
22/09/2023,190,Tomate Cereja Vermelho,5.20
22/09/2023,190,Brócolis,0.75
22/09/2023,190,Lippia Alba,0.65
22/09/2023,190,Capim Cidreira,0.50
22/09/2023,190,Orapronóbis,0.15
22/09/2023,190,Hortelã,0.14
22/09/2023,190,Alecrim,0.01
28/09/2023,191,Banana Prata,8.88
28/09/2023,191,Batata Doce Branca,6.00
28/09/2023,191,Tomate Cereja Vermelho,4.32
28/09/2023,191,Ovos Caipira,2.50
28/09/2023,191,Couve Manteiga,1.54
28/09/2023,191,Lippia Alba,0.85
28/09/2023,191,Capim Cidreira,0.65
28/09/2023,191,Hortelã do NOrte,0.50
28/09/2023,191,Hortelã,0.16
28/09/2023,191,Alecrim,0.01
04/01/2024,205,Mandioca Branca,7.58
04/01/2024,205,Mini-Moranga,3.65
04/01/2024,205,Banana Maçã,2.61
04/01/2024,205,Coco descascado,1.80
04/01/2024,205,Goiaba pequena,0.89
04/01/2024,205,Hortelã Pimenta,0.56
04/01/2024,205,Lippia Alba,0.42
04/01/2024,205,Capim Cidreira,0.29
04/01/2024,205,Orapronóbis,0.16
04/01/2024,205,Árvore do Caril,0.03
04/01/2024,205,Alecrim,0.01
12/01/2024,206,Mandioca Branca,4.64
12/01/2024,206,Banana Prata,3.97
12/01/2024,206,Milho Amarelo,3.72
12/01/2024,206,Mini-Moranga,2.09
12/01/2024,206,Goiaba Branca,0.57
12/01/2024,206,Vagem de Corda,0.29
12/01/2024,206,Capim Cidreira,0.24
12/01/2024,206,Alecrim,0.01
19/01/2024,207,Mandioca Branca,10.61
19/01/2024,207,Banana Prata,6.47
19/01/2024,207,Milho Verde,5.30
19/01/2024,207,Lippia Alba,0.52
19/01/2024,207,Vagem de Corda,0.37
19/01/2024,207,Capim Cidreira,0.36
19/01/2024,207,Almeirão Pão de Açúcar,0.35
19/01/2024,207,Orapronóbis,0.26
19/01/2024,207,Espinafre Africano,0.26
19/01/2024,207,Hortelã Pimenta,0.08
19/01/2024,207,Hortelã,0.07
19/01/2024,207,Alecrim,0.01
26/01/2024,208,Mandioca Branca,7.49
26/01/2024,208,Milho Verde,4.23
26/01/2024,208,Banana Maçã,3.16
26/01/2024,208,Coco descascado,1.27
26/01/2024,208,Jambo Vermelho,0.52
26/01/2024,208,Lippia Alba,0.40
26/01/2024,208,Capim Cidreira,0.29
26/01/2024,208,Orapronóbis,0.26
26/01/2024,208,Vagem de Corda,0.20
26/01/2024,208,Hortelã Pimenta,0.11
26/01/2024,208,Alecrim,0.00
02/02/2024,209,Banana Maçã,5.44
02/02/2024,209,Mandioca Branca,5.00
02/02/2024,209,Mini Moranga,2.62
02/02/2024,209,Abacate,2.24
02/02/2024,209,Pepino Aodai,0.72
02/02/2024,209,Lippia Alba,0.60
02/02/2024,209,Romã,0.56
02/02/2024,209,Orapronóbis,0.41
02/02/2024,209,Capim Cidreira,0.32
02/02/2024,209,Alecrim,0.01
