dia,partilha,cultivar,quantidade
01/02/2020,1,Batata Doce Branca,34.00
01/02/2020,1,Avocado,20.00
01/02/2020,1,Mamão Formosa,14.50
01/02/2020,1,Mini Moranga,6.00
01/02/2020,1,Rúcula,5.50
01/02/2020,1,Almeirão Branco,5.00
01/02/2020,1,Cebolinha,3.50
01/02/2020,1,Salsinha,1.40
08/02/2020,2,Batata Doce Branca,25.00
08/02/2020,2,Abacate Bolinha,17.00
08/02/2020,2,Avocado,13.00
08/02/2020,2,Lima Da Pérsia,7.00
08/02/2020,2,Rúcula,2.00
08/02/2020,2,Alface Roxo,2.00
08/02/2020,2,Alface Romana,2.00
08/02/2020,2,Mostarda Crespa,2.00
08/02/2020,2,Coentro,1.00
08/02/2020,2,Manjericão Grecco,1.00
15/02/2020,3,Avocado,30.00
15/02/2020,3,Coco Baiano,24.50
15/02/2020,3,Batata Doce Branca,20.70
15/02/2020,3,Almeirão Branco,8.00
15/02/2020,3,Beldroega,5.00
15/02/2020,3,Cebolinha,4.00
15/02/2020,3,Quiabo,3.00
15/02/2020,3,Rabanete,1.80
22/02/2020,4,Avocado,23.40
22/02/2020,4,Batata Doce Branca,20.00
22/02/2020,4,Almeirão Branco,6.00
22/02/2020,4,Jaboticaba,4.40
22/02/2020,4,Quiabo,4.00
22/02/2020,4,Rúcula,1.90
22/02/2020,4,Boldinho Chileno,1.00
29/02/2020,5,Avocado,27.00
29/02/2020,5,Mandioca,21.10
29/02/2020,5,Quiabo,5.80
29/02/2020,5,Batata Doce Branca,4.60
29/02/2020,5,Cebolinha,3.70
29/02/2020,5,Beldroega,2.00
29/02/2020,5,Manjericão Grecco,1.40
29/02/2020,5,Salsinha,0.83
07/03/2020,6,Avocado,26.00
07/03/2020,6,Mandioca,21.00
07/03/2020,6,Quiabo,5.50
07/03/2020,6,Rúcula,3.90
07/03/2020,6,Alface Romana,2.20
07/03/2020,6,Alface Babá De Verão,2.20
07/03/2020,6,Cebolinha,1.00
07/03/2020,6,Camomila,0.05
07/03/2020,6,Sementes De Coentro,0.12
14/03/2020,7,Avocado,14.60
14/03/2020,7,Abacate,14.00
14/03/2020,7,Mandioca,13.70
14/03/2020,7,Quiabo,8.60
14/03/2020,7,Rúcula,4.30
14/03/2020,7,Beldroega,3.40
14/03/2020,7,Alface Elba,2.70
14/03/2020,7,Cebolinha,2.40
14/03/2020,7,Caruru Amarantos,2.00
14/03/2020,7,Alface Crespa,1.55
21/03/2020,8,Avocado,22.60
21/03/2020,8,Mandioca,15.10
21/03/2020,8,Quiabo,13.80
21/03/2020,8,Abacate,7.50
21/03/2020,8,Alface Elba,5.80
21/03/2020,8,Berinjela Comprida,5.50
21/03/2020,8,Milho Roxo Peruano,5.50
21/03/2020,8,Alface Babá De Verão,4.10
21/03/2020,8,Rúcula,4.10
28/03/2020,9,Abacate,16.00
28/03/2020,9,Batata Doce Branca,15.90
28/03/2020,9,Quiabo,10.60
28/03/2020,9,Feijão Orelha De Porco,8.70
28/03/2020,9,Mostarda,6.00
28/03/2020,9,Rabanete,4.00
28/03/2020,9,Berinjela Comprida,3.40
28/03/2020,9,Alface Elba,3.20
28/03/2020,9,Rúcula,3.00
28/03/2020,9,Alface Babá De Verão,3.00
28/03/2020,9,Alho Poró,2.90
28/03/2020,9,Cebolinha,2.15
28/03/2020,9,Salsinha,1.07
28/03/2020,9,Pimenta Biquinho Amarela,0.80
28/03/2020,9,Manjericão Grecco,0.29
28/03/2020,9,Pimenta Biquinho Vermelha,0.20
04/04/2020,10,Quiabo Santa Cruz,14.30
04/04/2020,10,Alface Elba,12.10
04/04/2020,10,Batata Doce Branca,11.50
04/04/2020,10,Cenoura,10.60
04/04/2020,10,Berinjela,6.10
04/04/2020,10,Rúcula,5.60
04/04/2020,10,Maxixe Do Norte,3.70
04/04/2020,10,Jiló Morro Redondo,2.90
04/04/2020,10,Pimenta Biquinho Amarela E Vermelha,0.60
11/04/2020,11,Quiabo Santa Cruz,13.40
11/04/2020,11,Batata Doce Branca,11.50
11/04/2020,11,Rúcula,7.70
11/04/2020,11,Rábano Minowase,5.50
11/04/2020,11,Almeirão Branco,5.50
11/04/2020,11,Mostarda,5.40
11/04/2020,11,Hortelã Do Norte,3.00
11/04/2020,11,Jiló Morro Redondo,2.68
11/04/2020,11,Rabanete,2.25
11/04/2020,11,Cebolinha,1.65
11/04/2020,11,Salsa,0.98
11/04/2020,11,Urucum,0.52
18/04/2020,12,Quiabo Santa Cruz,11.90
18/04/2020,12,Berinjela,11.10
18/04/2020,12,Batata Doce Branca,5.90
18/04/2020,12,Rabanete,5.60
18/04/2020,12,Rábano Minowase,5.10
18/04/2020,12,Rúcula,5.00
18/04/2020,12,Cenoura,4.70
18/04/2020,12,Maxixe Do Norte,3.80
18/04/2020,12,Jiló Morro Redondo,3.70
18/04/2020,12,Almeirão Branco,3.70
18/04/2020,12,Pimenta Biquinho Amarela E Vermelha,0.93
18/04/2020,12,Hortelã,0.71
25/04/2020,13,Quiabo Santa Cruz,11.60
25/04/2020,13,Rabanete,6.20
25/04/2020,13,Batata Doce Branca,6.00
25/04/2020,13,Berinjela,5.10
25/04/2020,13,Rúcula,3.00
25/04/2020,13,Jiló Morro Redondo,2.85
25/04/2020,13,Alho Poró,2.00
25/04/2020,13,Maxixe Do Norte,1.75
25/04/2020,13,Salsa,0.87
25/04/2020,13,Cebolinha,0.63
25/04/2020,13,Alfavacão Cravo,0.50
02/05/2020,14,Mamão Formosa,32.30
02/05/2020,14,Couve Chinesa Kyoto,9.71
02/05/2020,14,Berinjela,6.60
02/05/2020,14,Quiabo Santa Cruz,6.00
02/05/2020,14,Rábano Minowase,5.50
02/05/2020,14,Jiló Redondo,5.00
02/05/2020,14,Rúcula,3.04
02/05/2020,14,Maxixe Do Norte,2.00
02/05/2020,14,Pimenta Biquinho Amarela E Vermelha,0.41
02/05/2020,14,Manjericão Folha Larga,0.33
09/05/2020,15,Couve Chinesa Kyoto,10.50
09/05/2020,15,Cenoura,8.50
09/05/2020,15,Rábano Minowase,7.50
09/05/2020,15,Abobrinha Italiana,7.24
09/05/2020,15,Quiabo Santa Cruz,6.32
09/05/2020,15,Berinjela,6.10
09/05/2020,15,Rúcula,6.00
09/05/2020,15,Rabanete,5.00
09/05/2020,15,Jiló Redondo,4.70
09/05/2020,15,Maxixe Do Norte,1.97
16/05/2020,16,Feijão De Porco,13.70
16/05/2020,16,Rabanete,12.60
16/05/2020,16,Abobrinha Italiana,10.00
16/05/2020,16,Berinjela,8.10
16/05/2020,16,Couve Chinesa,7.30
16/05/2020,16,Jiló Redondo,6.15
16/05/2020,16,Quiabo Santa Cruz,5.00
16/05/2020,16,Rúcula,4.30
16/05/2020,16,Alho Poró,2.60
16/05/2020,16,Hortelã Do Norte,1.90
16/05/2020,16,Almeirão Branco,1.70
16/05/2020,16,Maxixe Do Norte,1.56
16/05/2020,16,Pimenta Peruana Ají Amarela,0.68
23/05/2020,17,Abobrinha Italiana,11.50
23/05/2020,17,Mamão Formosa,10.40
23/05/2020,17,Rabanete,9.90
23/05/2020,17,Mamão Papaia,9.20
23/05/2020,17,Cenoura,7.60
23/05/2020,17,Alface Cria Mãeã,6.70
23/05/2020,17,Rúcula,5.90
23/05/2020,17,Jiló Redondo,4.70
23/05/2020,17,Berinjela,4.40
23/05/2020,17,Quiabo Santa Cruz,4.10
23/05/2020,17,Tomate Cereja,2.80
23/05/2020,17,Alho Poró,2.10
23/05/2020,17,Pimenta Biquinho Amarela E Vermelha,0.65
23/05/2020,17,Manjericão Folha Larga,0.54
30/05/2020,18,Couve Chinesa Kyoto,16.40
30/05/2020,18,Batata Doce Cenoura,14.70
30/05/2020,18,Alface Cria Mãeã,7.50
30/05/2020,18,Rabanete,6.00
30/05/2020,18,Berinjela,5.50
30/05/2020,18,Pepino Aodai,4.50
30/05/2020,18,Jiló Redondo,3.60
30/05/2020,18,Abobrinha Italiana,3.50
30/05/2020,18,Erva Doce Funcho,2.30
30/05/2020,18,Rúcula,1.25
06/06/2020,19,Mandioca,28.00
06/06/2020,19,Batata Doce Cenoura,18.70
06/06/2020,19,Alface Cria Mãeã,9.55
06/06/2020,19,Cenoura,8.00
06/06/2020,19,Pepino Aodai,7.20
06/06/2020,19,Abobrinha Italiana,4.00
06/06/2020,19,Berinjela,3.52
06/06/2020,19,Tomate Cereja,3.37
06/06/2020,19,Quiabo Sta Cruz,2.75
06/06/2020,19,Salsa,0.80
06/06/2020,19,Cebolinha,0.40
06/06/2020,19,Lavanda,0.37
13/06/2020,20,Couve Chinesa,26.90
13/06/2020,20,Batata Doce Cenoura,16.20
13/06/2020,20,Mandioca,15.50
13/06/2020,20,Alface Cria Mãeã,10.60
13/06/2020,20,Jiló Morro Redondo,8.40
13/06/2020,20,Berinjela,7.46
13/06/2020,20,Pepino Aodai,6.32
13/06/2020,20,Abobrinha Italiana,4.74
13/06/2020,20,Erva Doce Funcho,3.50
13/06/2020,20,Salsa,1.50
20/06/2020,21,Mamão Formosa,21.16
20/06/2020,21,Cenoura,10.60
20/06/2020,21,Almeirão Branco,8.00
20/06/2020,21,Alface Cria Mãeã,7.60
20/06/2020,21,Berinjela,6.40
20/06/2020,21,Jiló Redondo,6.10
20/06/2020,21,Alho Poró,5.00
20/06/2020,21,Rabanete,4.86
20/06/2020,21,Pepino Aodai,4.45
20/06/2020,21,Rúcula,3.90
20/06/2020,21,Manjericão Folha Larga,1.56
20/06/2020,21,Pimenta Biquinho Amarela,0.80
26/06/2020,22,Batata Doce Cenoura,23.50
26/06/2020,22,Couve Chinesa,22.00
26/06/2020,22,Cenoura,8.00
26/06/2020,22,Erva Doce Funcho,7.00
26/06/2020,22,Pepino Aodai,5.50
26/06/2020,22,Berinjela Comprida,5.00
26/06/2020,22,Jiló Redondo,4.00
26/06/2020,22,Almeirão Branco,3.00
26/06/2020,22,Tomate Cereja,2.50
26/06/2020,22,Hortelã,0.57
26/06/2020,22,Pimenta Ají Amarela,0.50
26/06/2020,22,Melissa,0.19
04/07/2020,23,Mandioca,29.80
04/07/2020,23,Mostarda,15.50
04/07/2020,23,Berinjela,7.20
04/07/2020,23,Rúcula,4.50
04/07/2020,23,Cenoura,4.20
04/07/2020,23,Jiló Redondo,3.60
04/07/2020,23,Folha Do Brócoli,3.30
04/07/2020,23,Hortelã Do Norte,3.30
04/07/2020,23,Cebolinha,1.00
11/07/2020,24,Batata Doce Cenoura,28.74
11/07/2020,24,Repolho,21.49
11/07/2020,24,Mostarda,15.84
11/07/2020,24,Berinjela,5.51
11/07/2020,24,Rúcula,4.93
11/07/2020,24,Pepino Aodai,4.08
11/07/2020,24,Jiló Redondo,3.84
11/07/2020,24,Quiabo Estrela,1.89
11/07/2020,24,Coentro,0.70
18/07/2020,25,Mandioca,23.28
18/07/2020,25,Mamão Formosa,19.27
18/07/2020,25,Mostarda,17.01
18/07/2020,25,Couve-flor,8.40
18/07/2020,25,Escarola,5.13
18/07/2020,25,Rúcula,4.80
18/07/2020,25,Tomate Cereja,4.00
18/07/2020,25,Brócoli,1.70
18/07/2020,25,Salsa,0.83
18/07/2020,25,Pimenta Ají Amarela,0.28
25/07/2020,26,Berinjela,13.50
25/07/2020,26,Mostarda,12.27
25/07/2020,26,Jiló Redondo,9.53
25/07/2020,26,Erva Doce Funcho,9.00
25/07/2020,26,Rúcula,6.50
25/07/2020,26,Cenoura,5.20
25/07/2020,26,Almeirão Branco,5.10
25/07/2020,26,Alho Poró,3.00
25/07/2020,26,Hortelã Do Norte,2.90
25/07/2020,26,Salsa,2.85
25/07/2020,26,Quiabo Estrela,2.85
01/08/2020,27,Couve-flor,17.04
01/08/2020,27,Couve Chinesa,16.09
01/08/2020,27,Rúcula,11.42
01/08/2020,27,Alface Crioula,5.09
01/08/2020,27,Escarola,5.05
01/08/2020,27,Jiló Redondo,4.00
01/08/2020,27,Brócoli,3.02
01/08/2020,27,Quiabo Estrela,2.95
01/08/2020,27,Tomate Cereja,2.87
01/08/2020,27,Tamarindo,1.77
01/08/2020,27,Manjericão Folha Larga,0.35
08/08/2020,28,Mandioca,21.60
08/08/2020,28,Berinjela,16.00
08/08/2020,28,Rúcula,12.50
08/08/2020,28,Escarola,6.50
08/08/2020,28,Jiló Redondo,6.29
08/08/2020,28,Folha Do Brócoli,5.42
08/08/2020,28,Tamarindo,3.00
08/08/2020,28,Salsa,2.58
08/08/2020,28,Espinafre Africano,2.30
15/08/2020,29,Couve-flor,22.18
15/08/2020,29,Batata Doce Cenoura,19.90
15/08/2020,29,Rúcula,5.68
15/08/2020,29,Tamarindo,5.54
15/08/2020,29,Alface,5.53
15/08/2020,29,Folha Mostarda,5.20
15/08/2020,29,Almeirão Branco,4.15
15/08/2020,29,Jiló Redondo,3.10
15/08/2020,29,Quiabo Estrela,3.00
15/08/2020,29,Salsão,2.00
15/08/2020,29,Brócoli,1.43
22/08/2020,30,Mandioca,23.00
22/08/2020,30,Berinjela,14.70
22/08/2020,30,Couve Chinesa,14.30
22/08/2020,30,Couve-flor,11.79
22/08/2020,30,Rúcula,6.84
22/08/2020,30,Tomate Cereja,6.56
22/08/2020,30,Alface,5.64
22/08/2020,30,Tamarindo,3.74
22/08/2020,30,Pepino Aodai,2.00
22/08/2020,30,Maxixe Liso Gibão,1.30
22/08/2020,30,Pimenta Ají Amarillo,1.00
22/08/2020,30,Quiabo Estrela,0.90
22/08/2020,30,Brócoli,0.54
29/08/2020,31,Batata Doce Cenoura,22.85
29/08/2020,31,Repolho,17.99
29/08/2020,31,Escarola,10.91
29/08/2020,31,Alface,9.41
29/08/2020,31,Rúcula,7.90
29/08/2020,31,Almeirão Hadiche,4.70
29/08/2020,31,Jiló Redondo,4.20
29/08/2020,31,Tamarindo,3.70
29/08/2020,31,Tomate Cereja,2.80
29/08/2020,31,Salsa,1.75
29/08/2020,31,Cebolinha,0.87
05/09/2020,32,Berinjela,25.90
05/09/2020,32,Batata Doce Branca,22.67
05/09/2020,32,Escarola,12.00
05/09/2020,32,Almeirão Branco,8.80
05/09/2020,32,Erva Doce Funcho,7.71
05/09/2020,32,Alface,7.10
05/09/2020,32,Tomate Cereja,3.47
05/09/2020,32,Quiabo Estrela,2.20
05/09/2020,32,Jiló Redondo,1.80
05/09/2020,32,Sálvia,0.09
12/09/2020,33,Mandioca,14.00
12/09/2020,33,Almeirão Hadiche,11.67
12/09/2020,33,Almeirão Branco,11.30
12/09/2020,33,Cenoura,9.00
12/09/2020,33,Alface,6.63
12/09/2020,33,Nabo Japonês,4.50
12/09/2020,33,Tomate Cereja,2.87
12/09/2020,33,Salsão,2.63
12/09/2020,33,Rabanete,2.10
12/09/2020,33,Pimenta Ají Amarela,2.00
12/09/2020,33,Coentro,0.70
12/09/2020,33,Orapronóbis,0.45
19/09/2020,34,Batata Doce Branca,21.43
19/09/2020,34,Berinjela,21.30
19/09/2020,34,Escarola,10.49
19/09/2020,34,Almeirão Branco,9.51
19/09/2020,34,Tamarindo,5.84
19/09/2020,34,Almeirão Hadiche,5.50
19/09/2020,34,Couve Manteiga,4.30
19/09/2020,34,Tomate Cereja,3.37
19/09/2020,34,Jiló Redondo,3.30
19/09/2020,34,Quiabo Estrela,2.59
19/09/2020,34,Salsão,2.41
19/09/2020,34,Salsa,1.25
19/09/2020,34,Coentro,0.55
26/09/2020,35,Erva Doce Funcho,14.12
26/09/2020,35,Cenoura,9.25
26/09/2020,35,Alface,8.14
26/09/2020,35,Almeirão Hadiche,7.64
26/09/2020,35,Escarola,6.74
26/09/2020,35,Beterraba,5.50
26/09/2020,35,Almeirão Branco,5.45
26/09/2020,35,Alho Poró,4.55
26/09/2020,35,Jabuticaba,4.34
26/09/2020,35,Beldroega,4.15
26/09/2020,35,Couve Manteiga,2.40
26/09/2020,35,Salsa,1.66
26/09/2020,35,Agrião,1.43
26/09/2020,35,Pimenta Biquinho Amarela,0.60
26/09/2020,35,Coentro,0.49
26/09/2020,35,Hortelã,0.35
26/09/2020,35,Melissa,0.18
03/10/2020,36,Batata Doce Branca,24.50
03/10/2020,36,Berinjela,17.54
03/10/2020,36,Alface Crioula,14.09
03/10/2020,36,Almeirão Branco,9.16
03/10/2020,36,Almeirão Hadiche,8.83
03/10/2020,36,Quiabo Estrela,3.10
03/10/2020,36,Jiló Redondo,2.50
03/10/2020,36,Beldroega,2.43
03/10/2020,36,Tomate Cereja,2.41
03/10/2020,36,Salsa,0.94
03/10/2020,36,Peixinho,0.85
03/10/2020,36,Cebolinha,0.73
03/10/2020,36,Coentro,0.35
03/10/2020,36,Melissa,0.12
10/10/2020,37,Batata Doce Branca,21.62
10/10/2020,37,Alface Crioulo,15.62
10/10/2020,37,Tamarindo,10.00
10/10/2020,37,Pepino Aodai,9.90
10/10/2020,37,Mamão Formosa,9.52
10/10/2020,37,Almeirão Hadiche,6.37
10/10/2020,37,Almeirão Branco,4.40
10/10/2020,37,Tomate Cereja,4.17
10/10/2020,37,Maxixe-do-norte,3.24
10/10/2020,37,Salsão,2.10
10/10/2020,37,Quiabo Estrela,2.04
10/10/2020,37,Pimenta Biquinho Amarela,1.16
10/10/2020,37,Salsa,0.90
10/10/2020,37,Pimenta Ají Amarela,0.70
17/10/2020,38,Milho Amarelo,25.40
17/10/2020,38,Berinjela,20.10
17/10/2020,38,Alface Crioulo,17.85
17/10/2020,38,Pepino Aodai,12.13
17/10/2020,38,Almeirão Hadiche,8.43
17/10/2020,38,Tomate Cereja,5.00
17/10/2020,38,Cebolinha,4.47
17/10/2020,38,Espinafre Nova Zelândia,4.16
17/10/2020,38,Maxixe Do Norte,3.90
17/10/2020,38,Jiló Redondo,1.46
17/10/2020,38,Salsa,1.13
17/10/2020,38,Pimenta Ají Amarela,0.82
17/10/2020,38,Pimenta Biquinho Amarela,0.48
17/10/2020,38,Sementes De Coentro,0.24
17/10/2020,38,Flor De Feijão Borboleta,0.13
24/10/2020,39,Pepino Aodai,23.53
24/10/2020,39,Batata Doce Branca,21.20
24/10/2020,39,Milho Amarelo,20.17
24/10/2020,39,Alface Crioulo,10.76
24/10/2020,39,Manga Manteiguinha,10.65
24/10/2020,39,Almeirão Hadiche,9.51
24/10/2020,39,Almeirão Branco,4.60
24/10/2020,39,Quiabo Estrela,3.16
24/10/2020,39,Espinafre Africano,2.80
24/10/2020,39,Salsão,2.60
24/10/2020,39,Maxixe Do Norte,2.40
24/10/2020,39,Peixinho Da Horta,0.83
24/10/2020,39,Flor De Feijão Borboleta,0.13
31/10/2020,40,Manga Manteiguinha,34.00
31/10/2020,40,Pepino Aodai,30.16
31/10/2020,40,Manga Háden,25.96
31/10/2020,40,Berinjela,16.55
31/10/2020,40,Alface Crioulo,15.60
31/10/2020,40,Milho Amarelo,11.49
31/10/2020,40,Cenoura,9.71
31/10/2020,40,Almeirão Hadiche,6.95
31/10/2020,40,Maxixe Do Norte,6.51
31/10/2020,40,Tomate Cereja,3.28
31/10/2020,40,Salsa,1.21
31/10/2020,40,Orapronóbis,0.59
07/11/2020,41,Manga Manteiguinha,41.26
07/11/2020,41,Melancia,36.77
07/11/2020,41,Manga Háden,23.41
07/11/2020,41,Alface Crioulo,17.80
07/11/2020,41,Cebola Roxa,14.10
07/11/2020,41,Pepino Aodai,13.05
07/11/2020,41,Milho Amarelo,11.57
07/11/2020,41,Maxixe Do Norte,4.42
07/11/2020,41,Almeirãocatalão,4.00
07/11/2020,41,Quiabo Estrela,3.45
07/11/2020,41,Salsa,1.12
07/11/2020,41,Melissa,0.18
14/11/2020,42,Manga Manteiguinha,69.46
14/11/2020,42,Manga Háden,29.51
14/11/2020,42,Alface Crioulo,17.36
14/11/2020,42,Abobrinha Menina Brasileira,14.92
14/11/2020,42,Pepino Aodai,10.68
14/11/2020,42,Abóbora Jerimun,9.76
14/11/2020,42,Berinjela,9.76
14/11/2020,42,Rabanete,9.24
14/11/2020,42,Jiló Redondo,5.20
14/11/2020,42,Mini-moranga,4.90
14/11/2020,42,Maxixe Do Norte,2.80
14/11/2020,42,Tamarindo,2.22
14/11/2020,42,Salsão,1.86
14/11/2020,42,Sálvia,0.18
21/11/2020,43,Manga Manteiguinha,51.52
21/11/2020,43,Manga Háden,38.81
21/11/2020,43,Melancia,17.02
21/11/2020,43,Cenoura,8.85
21/11/2020,43,Almeirão Hadiche,7.51
21/11/2020,43,Jiló Redondo,7.39
21/11/2020,43,Rábano Minowase,7.38
21/11/2020,43,Alface Crioulo,6.95
21/11/2020,43,Mamão Formosa,6.56
21/11/2020,43,Melão Caipira,6.17
21/11/2020,43,Rúcula,4.98
21/11/2020,43,Quiabo Estrela,2.45
21/11/2020,43,Salsa,1.72
21/11/2020,43,Cebolinha,1.15
28/11/2020,44,Manga Manteiguinha,89.50
28/11/2020,44,Manga Háden,16.50
28/11/2020,44,Erva Doce Funcho,11.25
28/11/2020,44,Abobrinha Menina Brasileira,10.95
28/11/2020,44,Almeirão Branco,9.45
28/11/2020,44,Rábano Minowase,8.95
28/11/2020,44,Cebola Roxa,6.98
28/11/2020,44,Jiló Redondo,4.00
28/11/2020,44,Abóbora Jerimun,5.53
28/11/2020,44,Almeirão Catalão,3.63
28/11/2020,44,Pimenta Ají Amarela,0.55
28/11/2020,44,Melissa,0.54
05/12/2020,45,Manga Manteiguinha,40.00
05/12/2020,45,Berinjela,10.00
05/12/2020,45,Nabo Japonês,9.14
05/12/2020,45,Alface Crioula,7.40
05/12/2020,45,Cenoura,6.40
05/12/2020,45,Almeirão Branco,5.40
05/12/2020,45,Cebolinha,5.36
05/12/2020,45,Almeirão Catalão,4.42
05/12/2020,45,Jiló Redondo,2.91
05/12/2020,45,Salsa,1.16
05/12/2020,45,Acerola,0.88
05/12/2020,45,Pitanga,0.70
05/12/2020,45,Sálvia,0.09
12/12/2020,46,Abobrinha Menina Brasileira,29.47
12/12/2020,46,Batata Doce Branca,25.71
12/12/2020,46,Manga Manteiguinha,23.12
12/12/2020,46,Abóbora Jerimun,8.28
12/12/2020,46,Almeirão Hadiche,5.95
12/12/2020,46,Escarola,4.18
12/12/2020,46,Rúcula,3.56
12/12/2020,46,Rabanete,2.60
12/12/2020,46,Abobrinha Italiana Caserta,2.10
12/12/2020,46,Hortelã,0.22
12/12/2020,46,Jambu Do Pará,0.20
19/12/2020,47,Manga Manteiguinha,19.84
19/12/2020,47,Cenoura,15.04
19/12/2020,47,Nabo Japonês,13.95
19/12/2020,47,Abobrinha Menina Brasileira,10.90
19/12/2020,47,Almeirão Hadiche,8.94
19/12/2020,47,Almeirão Catalão,6.93
19/12/2020,47,Berinjela,6.43
19/12/2020,47,Abóbora Jerimun,3.45
19/12/2020,47,Jiló Redondo,2.21
19/12/2020,47,Salsa,1.16
19/12/2020,47,Peixinho Da Horta,0.71
19/12/2020,47,Pimenta Biquinho Amarela,0.46
19/12/2020,47,Alecrim,0.05
26/12/2020,48,Batata Doce Laranja,13.80
26/12/2020,48,Cenoura,10.59
26/12/2020,48,Batata Doce Branca,5.30
26/12/2020,48,Almeirão Hadiche,4.76
26/12/2020,48,Almeirão Catalão,4.26
26/12/2020,48,Cebolinha,3.70
26/12/2020,48,Alho Poró,2.90
26/12/2020,48,Alface Crioula,2.65
26/12/2020,48,Salsão,1.29
05/01/2021,49,Mandioca Branca,25.67
05/01/2021,49,Berinjela,6.25
05/01/2021,49,Almeirão Catalão,5.80
05/01/2021,49,Jiló Redondo,5.20
05/01/2021,49,Cenoura,3.82
05/01/2021,49,Alface Crioula,3.43
05/01/2021,49,Almeirão Hadiche,2.65
05/01/2021,49,Rabanete,2.36
05/01/2021,49,Espinafre Africano,1.82
05/01/2021,49,Hortelã Do Norte,1.00
05/01/2021,49,Pimenta Ají Amarela,0.28
05/01/2021,49,Manjericão Folha Larga,0.09
05/01/2021,49,Alecrim,0.04
12/01/2021,50,Abóbora Caipira,41.14
12/01/2021,50,Mandioca Branca,12.34
12/01/2021,50,Milho Amarelo,12.06
12/01/2021,50,Almeirão Hadiche,5.39
12/01/2021,50,Cenoura,4.93
12/01/2021,50,Almeirão Roxo,2.84
12/01/2021,50,Melissa,0.55
12/01/2021,50,Açafrão Da Terra,0.50
12/01/2021,50,Sálvia,0.05
12/01/2021,50,Flor De Feijão Borboleta,0.01
19/01/2021,51,Abóbora Caipira,25.00
19/01/2021,51,Batata Doce Laranja,17.62
19/01/2021,51,Jiló Redondo,5.02
19/01/2021,51,Abóbora Menina Brasileira,3.77
19/01/2021,51,Berinjela,3.09
19/01/2021,51,Almeirão Hadiche,2.70
19/01/2021,51,Abóbora Jerimun,2.08
19/01/2021,51,Espinafre Africano,2.00
19/01/2021,51,Rabanete,1.37
19/01/2021,51,Nabo Japonês,1.00
19/01/2021,51,Melissa,0.50
19/01/2021,51,Orapronóbis,0.37
19/01/2021,51,Manjericão Folha Larga,0.17
19/01/2021,51,Salsa,0.17
19/01/2021,51,Coentro,0.08
19/01/2021,51,Hortelã,0.07
26/01/2021,52,Mandioca Branca,20.78
26/01/2021,52,Abóbora Caipira,9.19
26/01/2021,52,Abóbora Mini-paulista,8.90
26/01/2021,52,Coco Baiano,7.42
26/01/2021,52,Couve Chinesa,4.30
26/01/2021,52,Almeirão Hadiche,2.02
26/01/2021,52,Quiabo Santa Cruz,1.95
26/01/2021,52,Jiló Redondo,1.81
26/01/2021,52,Almeirão Roxo,1.42
26/01/2021,52,Melissa,1.00
26/01/2021,52,Salsa,0.72
26/01/2021,52,Beldroega,0.52
26/01/2021,52,Caruru,0.33
26/01/2021,52,Cebolinha,0.27
26/01/2021,52,Manjericão Folha Larga,0.21
26/01/2021,52,Coentro,0.18
02/02/2021,53,Abóbora Caipira,27.73
02/02/2021,53,Batata Doce Laranja,16.76
02/02/2021,53,Mandioca Amarela,14.51
02/02/2021,53,Quiabo Santa Cruz,1.78
02/02/2021,53,Almeirão Hadiche,1.13
02/02/2021,53,Almeirão Roxo,1.00
02/02/2021,53,Abóbora Mini Paulista,0.81
02/02/2021,53,Manjericão Folha Larga,0.33
02/02/2021,53,Salsa,0.25
02/02/2021,53,Abobrinha Italiana,0.24
02/02/2021,53,Hortelã,0.18
09/02/2021,54,Mandioca Branca,26.38
09/02/2021,54,Abóbora Caipira,19.19
09/02/2021,54,Banana Prata,5.31
09/02/2021,54,Alface Crioula,3.00
09/02/2021,54,Quiabo Santa Cruz,3.00
09/02/2021,54,Rúcula,2.15
09/02/2021,54,Abóbora Menina Brasileira,0.75
09/02/2021,54,Abobrinha Italiana,0.63
09/02/2021,54,Caruru Amarantos,0.50
09/02/2021,54,Melissa,0.36
09/02/2021,54,Manjericão Folha Larga,0.30
09/02/2021,54,Alecrim,0.12
09/02/2021,54,Almeirão Roxo,0.10
09/02/2021,54,Flor De Feijão Borboleta,0.05
16/02/2021,55,Batata Doce Laranja,24.80
16/02/2021,55,Abóbora Caipira,17.00
16/02/2021,55,Quiabo Santa Cruz,3.30
16/02/2021,55,Couve Chinesa,2.35
16/02/2021,55,Abóbora Moranga,1.68
16/02/2021,55,Abóbora Menina Brasileira,1.63
16/02/2021,55,Abóbora Italiana,1.27
16/02/2021,55,Nabo Japonês,0.84
16/02/2021,55,Salsa,0.74
16/02/2021,55,Rabanete,0.55
16/02/2021,55,Hortelã,0.45
16/02/2021,55,Manjericão Folha Larga,0.26
23/02/2021,56,Mandioca Branca,23.63
23/02/2021,56,Abóbora Caipira,23.17
23/02/2021,56,Quiabo Santa Cruz,4.27
23/02/2021,56,Rabanete,3.30
23/02/2021,56,Alface Crioula,3.08
23/02/2021,56,Abóbora Moranga,2.75
23/02/2021,56,Abóbora Menina Brasileira,1.80
23/02/2021,56,Flores De Abóbora,0.54
23/02/2021,56,Rúcula,0.48
23/02/2021,56,Sálvia,0.19
23/02/2021,56,Manjericão Grego,0.14
23/02/2021,56,Hortelã,0.11
