"data","temp_min","temp_med","temp_max","umid_min","umid_med","umid_max","precip"
2023-10-18,22.49,28.47,34.45,32.16,54.45,76.74,0
2023-10-19,19.57,27.69,35.81,29.32,56.01,82.7,0
2023-10-20,17.66,25.6,33.54,38.38,64.49,90.6,3.556
2023-10-21,17.42,23.66,29.9,47.14,69.42,91.7,1.016
2023-10-22,17.8,25.315,32.83,37.67,63.585,89.5,0
2023-10-23,19.98,27.945,35.91,26.2,54.15,82.1,0
2023-10-24,24.69,31.16,37.63,21.98,41.44,60.9,0
2023-10-25,21.46,29.31,37.16,27.35,56.325,85.3,0
2023-10-26,22.66,27.73,32.8,38.65,60.675,82.7,0
2023-10-27,21.7,26.95,32.2,47.04,68.72,90.4,3.81
2023-10-28,21.53,26.575,31.62,51.02,71.96,92.9,9.4
2023-10-29,21.63,25.145,28.66,65.14,79.32,93.5,0
2023-10-30,21.41,26.085,30.76,54.76,71.93,89.1,0
2023-10-31,23.24,28.305,33.37,41.15,65.025,88.9,0
2023-11-01,21.23,26.225,31.22,52.82,72.71,92.6,6.35
2023-11-02,19.57,23.805,28.04,67.16,79.23,91.3,508
2023-11-03,20.21,26.485,32.76,43.25,66.625,90,0
2023-11-04,18.1,26.615,35.13,37.33,65.565,93.8,2.54
2023-11-05,13.97,20.37,26.77,27.33,57.115,86.9,0
2023-11-06,14.87,22.705,30.54,25.56,54.58,83.6,0
2023-11-07,16.17,23.975,31.78,25.46,53.68,81.9,0
2023-11-08,19.91,27.755,35.6,25.46,49.335,73.21,0
2023-11-09,22.61,29.225,35.84,31.89,58.345,84.8,0
2023-11-10,21.69,28.275,34.86,33.85,62.525,91.2,1.524
2023-11-11,22.45,29.215,35.98,26.24,49.22,72.2,0
2023-11-12,23.29,30.41,37.53,15.25,39.17,63.09,0
2023-11-13,24.66,31.615,38.57,14.74,35.555,56.37,0
2023-11-14,22.18,30.58,38.98,19.1,52.3,85.5,0
2023-11-15,22.17,30.44,38.71,23.7,53.95,84.2,0
2023-11-16,21.91,29.975,38.04,22.18,48.785,75.39,0
2023-11-17,24.12,30.91,37.7,22.72,45.535,68.35,0
2023-11-18,24.22,31.51,38.8,23.87,48.78,73.69,0
2023-11-19,24.56,31.13,37.7,28.47,50.065,71.66,0
2023-11-20,20.38,28.265,36.15,33.61,63.455,93.3,11.68
2023-11-21,21.43,25.495,29.56,52.35,72.875,93.4,0
2023-11-22,22.11,28.385,34.66,35.1,63.05,91,4.826
2023-11-23,22.7,28.005,33.31,43.55,67.825,92.1,7.366
2023-11-24,20.99,25.85,30.71,56.48,74.74,93,8.38
2023-11-25,16.61,22.8,28.99,62.39,77.745,93.1,508
2023-11-26,17.46,24.42,31.38,46.69,68.095,89.5,0
2023-11-27,20.48,26.86,33.24,36.48,64.14,91.8,0
2023-11-28,22.27,26.05,29.83,48.7,69.15,89.6,0
2023-11-29,20.72,27.215,33.71,37.84,66.02,94.2,254
2023-11-30,20.48,25.53,30.58,54.07,74.185,94.3,6.858
2023-12-01,21.23,26.915,32.6,44.56,69.38,94.2,254
2023-12-02,22.51,28.28,34.05,37.97,63.085,88.2,254
2023-12-03,21.47,27.44,33.41,44.5,67.15,89.8,254
2023-12-04,22.46,28.83,35.2,32.93,61.665,90.4,0
2023-12-05,19.87,24.935,30,52.04,73.22,94.4,32.51
2023-12-06,20.28,26.25,32.22,50.08,71.09,92.1,1.524
2023-12-07,21.19,27.165,33.14,33.71,62.405,91.1,0
2023-12-08,21.03,28.265,35.5,31.38,61.99,92.6,1.778
2023-12-09,21.57,27.385,33.2,44.19,66.645,89.1,0
2023-12-10,19.54,27.05,34.56,37.16,61.33,85.5,0
2023-12-11,19.37,27.3,35.23,35.64,64.32,93,1.524
2023-12-12,20.42,26.745,33.07,36.45,63.825,91.2,0
2023-12-13,19.01,26.68,34.35,35.16,59.08,83,0
2023-12-14,21.8,29.085,36.37,26.54,48.79,71.04,0
2023-12-15,23.56,30.69,37.82,24.88,47.415,69.95,0
2023-12-16,25.27,31.345,37.42,28.13,47.425,66.72,0
2023-12-17,23.98,30.875,37.77,20.93,44.825,68.72,0
2023-12-18,24.29,31.685,39.08,20.52,43.685,66.85,0
2023-12-19,21.91,30.29,38.67,21.91,53.205,84.5,0
2023-12-20,21.16,29.035,36.91,26.34,55.02,83.7,0
2023-12-21,21.06,28.385,35.71,28.27,57.285,86.3,0
2023-12-22,21.91,27.93,33.95,31.11,59.705,88.3,0
2023-12-23,22.87,28.56,34.25,38.24,63.37,88.5,0
2023-12-24,20.38,26.045,31.71,51.75,72.725,93.7,1.524
2023-12-25,21.3,27.015,32.73,40.54,66.87,93.2,0
2023-12-26,23.26,29.735,36.21,28.13,57.165,86.2,0
2023-12-27,22.17,29.46,36.75,28.98,56.69,84.4,0
2023-12-28,18.98,27.695,36.41,26.27,55.085,83.9,0
2023-12-29,22.48,30.27,38.06,24.14,46.46,68.78,0
2023-12-30,23.61,31.06,38.51,28.03,57.415,86.8,4.318
2023-12-31,20.18,26.66,33.14,48.89,67.345,85.8,0
2024-01-01,21.62,28.255,34.89,32.87,60.485,88.1,0
2024-01-02,20.42,25.73,31.04,47.98,70.34,92.7,8.13
2024-01-03,22.47,28.075,33.68,37.73,64.865,92,254
2024-01-04,21.5,27.555,33.61,44.09,67.845,91.6,12.45
2024-01-05,20.79,26.93,33.07,38.99,65.245,91.5,0
2024-01-06,20.38,27.635,34.89,34.96,61.28,87.6,0
2024-01-07,21.6,28.84,36.08,30.94,57.27,83.6,0
2024-01-08,22.14,29.295,36.45,29.96,56.93,83.9,0
2024-01-09,22.77,29.775,36.78,31.95,58.875,85.8,1.27
2024-01-10,22.41,28.535,34.66,34.22,58.61,83,0
2024-01-11,21.4,25.42,29.44,58.48,75.39,92.3,10.92
2024-01-12,22.34,27.165,31.99,51.67,71.785,91.9,5.08
2024-01-13,21.09,26.56,32.03,45.71,67.855,90,0
2024-01-14,21.33,26.275,31.22,50.01,71.405,92.8,8.13
2024-01-15,21.67,27.37,33.07,40,66.4,92.8,0
2024-01-16,21.7,26.47,31.24,49.74,71.17,92.6,10.67
2024-01-17,23.24,28.49,33.74,39.43,65.165,90.9,0
2024-01-18,24.22,29.945,35.67,34.49,58.095,81.7,0
2024-01-19,24.08,30.46,36.84,33.23,58.965,84.7,3.81
2024-01-20,22.01,28.15,34.29,43.08,65.69,88.3,2.794
2024-01-21,21.8,26.38,30.96,49.34,70.02,90.7,0
2024-01-22,20.89,26.725,32.56,45.61,68.205,90.8,254
2024-01-23,21.19,26.975,32.76,39.66,65.43,91.2,6.35
2024-01-24,18.39,22.225,26.06,69,80.25,91.5,0
2024-01-25,16.41,23.39,30.37,46.16,68.08,90,0
2024-01-26,15.55,23.165,30.78,36.56,62.68,88.8,0
2024-01-27,16.15,23.53,30.91,31.32,61.11,90.9,0
2024-01-28,17.86,25.395,32.93,21.98,55.64,89.3,254
2024-01-29,20.01,25.73,31.45,40.95,64.075,87.2,1.016
2024-01-30,21.5,28.35,35.2,21.64,52.52,83.4,0
2024-01-31,22.31,29.21,36.11,18.33,45.635,72.94,0
2024-02-01,16.92,25.315,33.71,30.5,62.6,94.7,18.54
2024-02-02,17.97,24.765,31.56,36.29,62.695,89.1,0
2024-02-03,20.15,25.5,30.85,40.48,66.24,92,2.032
2024-02-04,20.92,26.035,31.15,46.57,69.035,91.5,762
2024-02-05,21.13,25.295,29.46,50.6,67.65,84.7,508
2024-02-06,20.59,26.745,32.9,32.7,63.55,94.4,54.61
2024-02-07,21.92,25.525,29.13,55.87,73.735,91.6,0
2024-02-08,19.98,25.855,31.73,47.03,70.265,93.5,9.14
2024-02-09,20.68,26.08,31.48,40.61,66.905,93.2,0
2024-02-10,22.07,27.335,32.6,40.24,65.72,91.2,0
2024-02-11,21.97,27.57,33.17,32.87,58.785,84.7,0
2024-02-12,22.34,27.89,33.44,40.27,60.885,81.5,0
2024-02-13,22.8,27.85,32.9,39.9,61.55,83.2,0
2024-02-14,21.84,28.42,35,33.44,63.02,92.6,2.032
2024-02-15,20.91,25.615,30.32,52.63,73.465,94.3,28.45
2024-02-16,21.3,23.815,26.33,70.18,82.04,93.9,1.524
2024-02-17,20.72,25.48,30.24,57.73,75.765,93.8,2.032
2024-02-18,21.06,26.58,32.1,44.54,69.22,93.9,0
2024-02-19,21.06,26.19,31.32,46.66,68.98,91.3,0
2024-02-20,20.89,25.045,29.2,59.23,75.915,92.6,3.048
2024-02-21,20.82,25.835,30.85,47.75,69.875,92,0
2024-02-22,20.31,25.78,31.25,46.53,69.315,92.1,0
2024-02-23,21.36,26.985,32.61,43.32,67.61,91.9,0
2024-02-24,22.04,26.815,31.59,51.13,70.565,90,1.016
2024-02-25,21.94,27.52,33.1,43.31,67.355,91.4,508
2024-02-26,22.63,28.375,34.12,39.73,65.715,91.7,0
2024-02-27,23,28.71,34.42,41.52,65.96,90.4,0
2024-02-28,23.47,29.18,34.89,32.9,61,89.1,0
2024-02-29,24.02,29.915,35.81,30.03,53.45,76.87,0
2024-03-01,21.94,29.26,36.58,30.13,57.515,84.9,0
2024-03-02,20.99,28.785,36.58,29.55,59.625,89.7,3.556
2024-03-03,19.98,27.135,34.29,36.75,62.675,88.6,0
2024-03-04,20.99,28.18,35.37,26.61,56.955,87.3,0
2024-03-05,22.44,29.175,35.91,24.24,49.675,75.11,0
2024-03-06,22.21,27.375,32.54,38.92,63.76,88.6,0
2024-03-07,22.11,28.2,34.29,35.64,62.82,90,4.572
2024-03-08,22.95,28.1,33.25,42.81,66.305,89.8,508
2024-03-09,23.44,29.02,34.6,36.52,63.01,89.5,0
2024-03-10,21.92,27.6,33.28,44.17,69.285,94.4,35.05
2024-03-11,22.36,27.01,31.66,54.11,73.955,93.8,4.572
2024-03-12,20.35,26.495,32.64,46.36,69.83,93.3,0
2024-03-13,20.89,27.485,34.08,45.14,67.82,90.5,0
2024-03-14,24.32,29.725,35.13,41.05,65.275,89.5,0
2024-03-15,23.61,29.32,35.03,35.71,62.305,88.9,0
2024-03-16,24.32,29.91,35.5,36.62,60.76,84.9,0
2024-03-17,23.07,29.76,36.45,32.46,59.73,87,0
2024-03-18,23.01,28.585,34.16,42,64.9,87.8,0
2024-03-19,23.01,28.48,33.95,44.94,68.22,91.5,2.032
2024-03-20,20.71,27.955,35.2,41.79,68.545,95.3,18.54
2024-03-21,21.74,27.095,32.45,50.29,72.545,94.8,2.286
2024-03-22,22.41,28.215,34.02,42.33,68.365,94.4,0
2024-03-23,19.81,23.935,28.06,71.1,82.75,94.4,0
2024-03-24,19.4,22.63,25.86,59.67,76.685,93.7,0
2024-03-25,19.94,23.66,27.38,63.28,78.09,92.9,0
2024-03-26,20.11,24.505,28.9,59.23,76.765,94.3,14.22
2024-03-27,20.35,22.9,25.45,68.76,81.53,94.3,2.032
2024-03-28,19.6,21.25,22.9,79.99,87.095,94.2,1.778
2024-03-29,20.04,23.42,26.8,65.58,80.39,95.2,0
2024-03-30,21.13,25.2,29.27,55.67,75.385,95.1,0
2024-03-31,21.6,25.515,29.43,57.33,75.815,94.3,0
2024-04-01,21.8,26.665,31.53,48.98,71.79,94.6,254
2024-04-02,21.53,26.95,32.37,29.86,62.33,94.8,254
2024-04-03,20.59,25.905,31.22,48.16,71.13,94.1,0
2024-04-04,22.31,27.085,31.86,46.26,70.13,94,0
2024-04-05,22.62,28.1,33.58,42.13,65.415,88.7,0
2024-04-06,21.16,27.085,33.01,45.89,67.445,89,0
2024-04-07,19.32,26.03,32.74,44.84,67.37,89.9,0
2024-04-08,20.3,26.1,31.9,46.67,69.885,93.1,0
2024-04-09,22.14,26.55,30.96,48.36,70.88,93.4,0
2024-04-10,21.84,26.545,31.25,47.92,70.01,92.1,0
2024-04-11,21.87,26.275,30.68,49.21,70.655,92.1,0
2024-04-12,21.09,26.83,32.57,46.2,70.2,94.2,0
2024-04-13,21.33,26.68,32.03,46.3,70.2,94.1,1.016
2024-04-14,22,26.665,31.33,48.4,69.6,90.8,508
2024-04-15,23.05,25.905,28.76,58.31,73.355,88.4,0
2024-04-16,22.88,26.53,30.18,50.84,68.37,85.9,1.27
2024-04-17,23.08,27.24,31.4,44.71,68.705,92.7,254
2024-04-18,21.4,26.13,30.86,51.55,73.275,95,0
2024-04-19,15.75,22.425,29.1,57.03,76.015,95,0
2024-04-20,16.05,23.35,30.65,41.33,66.665,92,0
2024-04-21,16.83,24.7,32.57,40.11,65.005,89.9,0
2024-04-22,19.93,25.66,31.39,36.19,60.045,83.9,0
2024-04-23,19.22,25.725,32.23,21.03,49.67,78.31,0
2024-04-24,19.35,25.98,32.61,24.89,50.33,75.77,0
2024-04-25,19.79,26.4,33.01,29.56,52.92,76.28,0
2024-04-26,21.5,27.88,34.26,29.86,52.55,75.24,0
2024-04-27,22.11,27.935,33.76,31.86,53.43,75,0
2024-04-28,20.86,27.275,33.69,33.18,57.14,81.1,0
2024-04-29,21.06,27.51,33.96,30.03,55.515,81,0
2024-04-30,21.23,27.715,34.2,24.79,49.915,75.04,0
2024-05-01,21.2,27.785,34.37,27.63,49.88,72.13,0
2024-05-02,20.79,27.58,34.37,24.18,48.12,72.06,0
2024-05-03,20.99,27.625,34.26,26.68,50.895,75.11,0
2024-05-04,20.86,27.545,34.23,25.84,48.95,72.06,0
2024-05-05,18.91,26.42,33.93,24.01,47.495,70.98,0
2024-05-06,19.42,26.085,32.75,21.31,48.46,75.61,0
2024-05-07,20.2,26.745,33.29,30.1,51.89,73.68,0
2024-05-08,21.63,27.455,33.28,31.01,54.63,78.25,0
2024-05-09,19.59,26.02,32.45,30.17,53.465,76.76,0
2024-05-10,19.73,26.22,32.71,27.43,51.585,75.74,0
2024-05-11,19.08,25.73,32.38,23.68,48.61,73.54,0
2024-05-12,18.64,25.675,32.71,27.73,50.11,72.49,0
2024-05-13,18.68,25.845,33.01,22.08,46.965,71.85,0
2024-05-14,19.22,26.015,32.81,23.54,48.49,73.44,0
2024-05-15,16.55,23.23,29.91,45.02,67.76,90.5,0
2024-05-16,16.87,23.64,30.41,38.21,64.455,90.7,0
2024-05-17,18.54,26.015,33.49,24.82,54.41,84,0
2024-05-18,18.57,26.03,33.49,22.89,47.42,71.95,0
2024-05-19,18.88,25.845,32.81,25.13,48.185,71.24,0
2024-05-20,16.88,24.695,32.51,26.95,60.425,93.9,0
2024-05-21,17.36,24.19,31.02,35.85,65.075,94.3,0
2024-05-22,19.08,26.12,33.16,24.96,54.18,83.4,0
2024-05-23,16.97,24.07,31.17,25.88,49.52,73.16,0
2024-05-24,17.07,24.82,32.57,22.05,46.98,71.91,0
2024-05-25,17.05,22.64,28.23,43.13,68.665,94.2,0
2024-05-26,16.54,19.095,21.65,71.16,83.03,94.9,254
2024-05-27,16.78,17.94,19.1,90.6,92.95,95.3,1.524
2024-05-28,14.6,21.02,27.44,54.56,75.08,95.6,508
2024-05-29,8.74,12.71,16.68,73.64,83.02,92.4,0
2024-05-30,8.87,15.865,22.86,38.6,64.75,90.9,0
2024-05-31,8.82,16.63,24.44,27.47,58.485,89.5,0
2024-06-01,8.99,17.66,26.33,22.6,56.45,90.3,0
2024-06-02,13.74,21.505,29.27,24.45,46.75,69.05,0
2024-06-03,16.56,23.02,29.48,26.01,50.415,74.82,0
2024-06-04,17.34,23.73,30.12,26.41,50.565,74.72,0
2024-06-05,15.17,22.17,29.17,31.22,58.31,85.4,0
2024-06-06,15.72,22.665,29.61,27.43,55.965,84.5,0
2024-06-07,17,23.66,30.32,28.04,49.06,70.08,0
2024-06-08,16.73,23.695,30.66,27.8,47.99,68.18,0
2024-06-09,16.8,23.66,30.52,26.62,49.615,72.61,0
2024-06-10,15.72,23.205,30.69,27.77,53.325,78.88,0
2024-06-11,16.16,23.455,30.75,23.71,51.26,78.81,0
2024-06-12,17.24,24.55,31.86,24.11,43.25,62.39,0
2024-06-13,14.8,23.135,31.47,22.19,43.93,65.67,0
2024-06-14,14.94,22.645,30.35,20.9,44.575,68.25,0
2024-06-15,16.6,24.17,31.74,23.58,46.51,69.44,0
2024-06-16,17.73,24.515,31.3,23.24,46.58,69.92,0
2024-06-17,15.82,23.24,30.66,25.54,47.945,70.35,0
2024-06-18,14.48,22.465,30.45,20.6,45.745,70.89,0
2024-06-19,14.31,22.23,30.15,22.36,46.28,70.2,0
2024-06-20,15.51,23.25,30.99,20.84,43.595,66.35,0
2024-06-21,16.39,23.54,30.69,17.28,36.685,56.09,0
2024-06-22,16.49,23.285,30.08,22.59,42.225,61.86,0
2024-06-23,17.27,24.08,30.89,25.06,46.84,68.62,0
2024-06-24,17.27,24.335,31.4,26.18,47.67,69.16,0
2024-06-25,17.66,24.76,31.86,24.38,46.98,69.58,0
2024-06-26,17.97,25.49,33.01,24.96,47.945,70.93,0
2024-06-27,17.36,24.85,32.34,22.96,53.03,83.1,0
2024-06-28,16.95,23.04,29.13,32.74,59.62,86.5,0
2024-06-29,17.66,24.195,30.73,24.89,48.64,72.39,0
2024-06-30,17.9,24.665,31.43,22.73,49.49,76.25,0
2024-07-01,14.7,20.465,26.23,44.75,65.025,85.3,0
2024-07-02,11.84,14.6,17.36,64.23,80.015,95.8,2.032
2024-07-03,12.04,20.825,29.61,29.39,62.745,96.1,0
2024-07-04,16.36,23,29.64,26.59,48.62,70.65,0
2024-07-05,16.7,23.69,30.68,20.22,43.08,65.94,0
2024-07-06,16.36,23.355,30.35,21.54,41.75,61.96,0
2024-07-07,16.46,23.845,31.23,18.87,39.225,59.58,0
2024-07-08,16.04,23.75,31.46,20.23,43.28,66.33,0
2024-07-09,15.8,22.47,29.14,31.93,62.415,92.9,0
2024-07-10,15.68,19.305,22.93,61.92,78.36,94.8,0
2024-07-11,15.34,21.055,26.77,46.37,70.435,94.5,0
2024-07-12,16.66,24.65,32.64,25.33,58.865,92.4,0
2024-07-13,15,22.355,29.71,39.1,66.35,93.6,0
2024-07-14,14.53,22.34,30.15,26.45,59.325,92.2,0
2024-07-15,15.17,22.455,29.74,24.99,54.445,83.9,0
2024-07-16,13.4,21.4,29.4,25.23,58.165,91.1,0
2024-07-17,13.5,21.37,29.24,24.62,58.06,91.5,0
2024-07-18,14.13,22.15,30.17,22.66,54.98,87.3,0
2024-07-19,16.7,23.455,30.21,20.7,41.915,63.13,0
2024-07-20,14.43,22.2,29.97,21.34,44.675,68.01,0
2024-07-21,16.33,23.47,30.61,20.43,40.72,61.01,0
2024-07-22,15.58,22.875,30.17,20.97,40.255,59.54,0
2024-07-23,15.55,22.725,29.9,19.28,39.835,60.39,0
2024-07-24,15.28,22.815,30.35,18.19,38.19,58.19,0
2024-07-25,15.01,22.53,30.05,16.3,36.125,55.95,0
2024-07-26,15,22.925,30.85,16.81,35.79,54.77,0
2024-07-27,14.85,22.38,29.91,19.45,39.705,59.96,0
2024-07-28,15.82,23.52,31.22,18.09,37.275,56.46,0
2024-07-29,16.39,24.835,33.28,17.75,38.945,60.14,0
2024-07-30,15.44,24.55,33.66,16.81,49.805,82.8,0
2024-07-31,13.33,20.25,27.17,33.38,62.09,90.8,0
2024-08-01,13.53,22.275,31.02,23.88,56.79,89.7,0
2024-08-02,19.74,25.435,31.13,19.75,39.8,59.85,0
2024-08-03,17.59,24.24,30.89,22.32,43.425,64.53,0
2024-08-04,17.59,24.395,31.2,19.96,43.01,66.06,0
2024-08-05,17.97,24.38,30.79,20.84,44.87,68.9,0
2024-08-06,16.37,23.915,31.46,18.33,43.415,68.5,0
2024-08-07,18.64,25.3,31.96,17.52,39.03,60.54,0
2024-08-08,17.39,24.895,32.4,17.11,37.64,58.17,0
2024-08-09,17.42,25.335,33.25,18.46,48.995,79.53,0
2024-08-10,7.924,15.057,22.19,56.91,75.005,93.1,4.064
2024-08-11,6.475,12.5375,18.6,35.09,63.345,91.6,0
2024-08-12,8.38,16.575,24.77,19.52,52.46,85.4,0
2024-08-13,7.834,16.472,25.11,13.19,44.37,75.55,0
2024-08-14,7.025,16.812,26.6,14,48.3,82.6,0
2024-08-15,7.025,19.037,31.05,10.31,47.505,84.7,0
2024-08-16,15.31,24.41,33.51,19.95,38.805,57.66,0
2024-08-17,19.05,27.16,35.27,14.57,36.285,58,0
2024-08-18,20.17,27.855,35.54,12.88,30.65,48.42,0
2024-08-19,19.08,27.36,35.64,12.58,29.245,45.91,0
2024-08-20,19.05,27.46,35.87,11.97,29.26,46.55,0
2024-08-21,19.29,27.295,35.3,12.44,28.975,45.51,0
2024-08-22,16.88,25.84,34.8,10.35,29.25,48.15,0
2024-08-23,17.32,26.245,35.17,11.67,29.89,48.11,0
2024-08-24,18.57,27.795,37.02,12.27,35.41,58.55,0
2024-08-25,14.5,23.875,33.25,25.16,60.28,95.4,9.91
2024-08-26,7.627,11.2985,14.97,84.8,90.35,95.9,11.43
2024-08-27,7.898,13.419,18.94,50.45,69.775,89.1,0
2024-08-28,8.78,18.045,27.31,13.77,47.485,81.2,0
2024-08-29,10.94,21.415,31.89,12.14,45.37,78.6,0
2024-08-30,18.03,25.615,33.2,19.34,43.225,67.11,0
2024-08-31,17.8,25.45,33.1,17.31,36.52,55.73,0
2024-09-01,17.73,25.925,34.12,12.51,34.595,56.68,0
2024-09-02,18.03,26.9,35.77,10.99,33.65,56.31,0
2024-09-03,18,27.055,36.11,11.5,33.735,55.97,0
2024-09-04,19.29,28.04,36.79,10.72,31.82,52.92,0
2024-09-05,19.77,28.65,37.53,8.55,26.835,45.12,0
2024-09-06,15.71,26.42,37.13,11.63,47.815,84,0
2024-09-07,16.33,26.085,35.84,16.13,49.215,82.3,0
2024-09-08,19.82,28.54,37.26,12.61,40.87,69.13,0
2024-09-09,20.62,28.57,36.52,14.61,31.32,48.03,0
2024-09-10,20.75,28.31,35.87,14.27,30.86,47.45,0
2024-09-11,19.25,27.615,35.98,12.1,27.82,43.54,0
2024-09-12,19.95,28.13,36.31,11.6,27.415,43.23,0
2024-09-13,20.18,28.33,36.48,12.44,27.595,42.75,0
2024-09-14,21.09,29.005,36.92,13.22,29.66,46.1,0
2024-09-15,17.32,26.75,36.18,15.22,45.11,75,0
2024-09-16,18.47,27.275,36.08,15.69,46.375,77.06,0
2024-09-17,14.19,19.72,25.25,60.85,77.375,93.9,3.81
2024-09-18,13.31,22.14,30.97,22.39,57.195,92,0
2024-09-19,14.46,24.56,34.66,21.78,54.54,87.3,0
2024-09-20,22.24,30.085,37.93,16.47,37.175,57.88,0
2024-09-21,19.27,28.565,37.86,14.3,42.045,69.79,0
2024-09-22,19.6,24.875,30.15,33.25,51.505,69.76,0
2024-09-23,21.91,28.825,35.74,21.3,42.975,64.65,0
2024-09-24,23.56,30.795,38.03,12.07,31.365,50.66,0
2024-09-25,23.61,31.475,39.34,12.41,26.945,41.48,0
2024-09-26,24.22,31.53,38.84,12.37,25.675,38.98,0
2024-09-27,21.99,30.82,39.65,11.83,42.7,73.57,0
2024-09-28,17.83,24.64,31.45,39.23,58.71,78.19,0
2024-09-29,16.14,24.86,33.58,23.3,50.945,78.59,0
2024-09-30,17.63,27.12,36.61,19.71,47.235,74.76,0
2024-10-01,22.31,30.035,37.76,15.28,32.985,50.69,0
2024-10-02,24.08,31.255,38.43,12.58,26.695,40.81,0
2024-10-03,22.83,31.105,39.38,11.97,38.03,64.09,0
2024-10-04,17.52,27.35,37.18,23.63,48.905,74.18,0
2024-10-05,15.47,24.895,34.32,28.23,54.115,80,0
2024-10-06,16.07,26.12,36.17,13.42,47.06,80.7,0
2024-10-07,17.39,27.725,38.06,11.12,44.11,77.1,0
2024-10-08,19.18,29.06,38.94,11.7,40.23,68.76,0
2024-10-09,21.6,31.35,41.1,9.26,32.765,56.27,0
2024-10-10,19.1,27.79,36.48,23.87,56.385,88.9,1.27
2024-10-11,19.2,23.98,28.76,50.26,70.23,90.2,508
2024-10-12,20.45,27.05,33.65,32.49,63.245,94,31.75
2024-10-13,19.3,25.44,31.58,30.43,60.965,91.5,0
2024-10-14,18.73,27.365,36,17.07,49.235,81.4,0
2024-10-15,19.6,27.67,35.74,27.89,56.595,85.3,4.064
2024-10-16,21.06,26.54,32.02,37.33,59.215,81.1,0
2024-10-17,22.66,29.04,35.42,23.73,49.93,76.13,0
2024-10-18,22.53,29.635,36.74,23.46,47.395,71.33,0
2024-10-19,21.4,25.9,30.4,35.64,61.67,87.7,1.27
2024-10-20,18.32,24.325,30.33,42.85,69.225,95.6,44.7
2024-10-21,19.47,22.075,24.68,79.16,87.48,95.8,3.81
2024-10-22,21.66,25.98,30.3,51.87,71.585,91.3,0
2024-10-23,23.24,27.75,32.26,40.44,64.07,87.7,1.016
2024-10-24,22.06,27.225,32.39,40.44,65.27,90.1,2.54
2024-10-25,21.85,29.05,36.25,29.96,60.93,91.9,5.334
2024-10-26,22.46,26.985,31.51,50.72,70.66,90.6,254
2024-10-27,21.92,26.195,30.47,48.01,67.705,87.4,0
2024-10-28,19.77,25.625,31.48,47.54,68.22,88.9,508
2024-10-29,19.81,23.405,27,61.75,76.825,91.9,254
2024-10-30,19.64,26.86,34.08,32.6,62.05,91.5,0
2024-10-31,20.52,27.245,33.97,25.12,56.16,87.2,0
2024-11-01,21.4,27.3,33.2,31.6,55,78.4,1
2024-11-02,22,27.75,33.5,30.4,58.6,86.8,0.8
2024-11-03,19.7,23.2,26.7,66.9,80.9,94.9,3.3
2024-11-04,20.4,24.5,28.6,64.1,79.1,94.1,9.7
2024-11-05,20.7,22.8,24.9,78.3,86.3,94.3,3.6
2024-11-06,21.3,24.85,28.4,64.7,79.75,94.8,0
2024-11-07,20.5,25.6,30.7,48,71.3,94.6,0.3
2024-11-08,20.9,24.05,27.2,68.5,81.65,94.8,0.3
2024-11-09,20.2,22.9,25.6,78,86.5,95,5.8
2024-11-10,18.4,23.95,29.5,55.4,75.2,95,0
2024-11-11,18.4,24.9,31.4,36.8,61.05,85.3,0
2024-11-12,21.4,27.7,34,29.2,51.55,73.9,0
2024-11-13,21.3,28.2,35.1,23.8,56.85,89.9,0
2024-11-14,18.5,23.15,27.8,55.3,74.05,92.8,0
2024-11-15,19.4,25.85,32.3,34.6,63.6,92.6,0
2024-11-16,20.5,26.45,32.4,41.8,68.45,95.1,2.5
2024-11-17,19.4,24.85,30.3,54.2,74.1,94,0
2024-11-18,20.2,25.65,31.1,46.1,69.6,93.1,0
2024-11-19,21.3,27.5,33.7,32.6,60.95,89.3,0
2024-11-20,22.8,28.55,34.3,34.9,57.95,81,0
2024-11-21,23.3,29.2,35.1,36.6,62.55,88.5,0
2024-11-22,20.9,26.1,31.3,55.1,74.65,94.2,0
2024-11-23,19.6,23.95,28.3,64.4,77.95,91.5,0
2024-11-24,17.6,24.8,32,37.6,61.9,86.2,0
2024-11-25,18,25,32,32.4,55.15,77.9,0
2024-11-26,21.9,27.65,33.4,31.9,52.75,73.6,0
2024-11-27,21.5,27.75,34,27.4,49.9,72.4,0
2024-11-28,23.2,29.1,35,29,55.8,82.6,0
2024-11-29,21.4,27.7,34,40.2,67.85,95.5,53
2024-11-30,21.3,24.1,26.9,67.1,81.35,95.6,1.5
2024-12-01,22.81,27.755,32.7,49.06,71.38,93.7,0
2024-12-02,23.85,29.18,34.51,38.58,59.84,81.1,0
2024-12-03,21.4,25.715,30.03,62.83,79.015,95.2,16.26
2024-12-04,21.6,25.745,29.89,58.87,76.985,95.1,0
2024-12-05,21.4,24.72,28.04,66.79,80.995,95.2,10.67
2024-12-06,21.7,25.055,28.41,65.77,80.535,95.3,6.604
2024-12-07,22.01,27.725,33.44,40.61,66.605,92.6,254
2024-12-08,22.44,28.26,34.08,31.89,60.795,89.7,0
2024-12-09,23.07,27.31,31.55,55.15,73.025,90.9,508
2024-12-10,22.61,28.01,33.41,47.33,69.015,90.7,0
2024-12-11,20.55,26.3,32.05,51.67,72.235,92.8,254
2024-12-12,19.64,25.93,32.22,46.97,68.535,90.1,0
