"data","temp_min","temp_med","temp_max","umid_min","umid_med","umid_max","precip"
2022-08-23,13.18,21.265,29.35,28.57,55.785,83,0
2022-08-24,13.12,21.52,29.92,21.13,52.565,84,0
2022-08-25,15.04,22.735,30.43,21.1,49.35,77.6,0
2022-08-26,17.46,24.185,30.91,16.6,38.06,59.52,0
2022-08-27,17.66,24.89,32.12,14.95,32.43,49.91,0
2022-08-28,16.95,25.205,33.46,14.98,33.8,52.62,0
2022-08-29,15.36,25.19,35.02,13.76,46.7,79.64,0
2022-08-30,11.33,19.885,28.44,31.48,55.21,78.94,0
2022-08-31,11.63,18.29,24.95,34.2,52.715,71.23,0
2022-09-01,13.29,21.2,29.11,27.22,48.405,69.59,0
2022-09-02,16.27,23.215,30.16,22.62,36.925,51.23,0
2022-09-03,17.29,25.11,32.93,15.35,30.22,45.09,0
2022-09-04,14.83,24.84,34.85,14.77,45.43,76.09,0
2022-09-05,13.04,19.695,26.35,35.68,55.825,75.97,0
2022-09-06,13.48,22.9,32.32,21.88,48.44,75,0
2022-09-07,15.83,23.84,31.85,27.83,59.815,91.8,16.76
2022-09-08,15.87,21.525,27.18,37.78,64.69,91.6,2.794
2022-09-09,19.01,26.625,34.24,19.03,40,60.97,0
2022-09-10,21.14,28.57,36,14.5,33.2,51.9,0
2022-09-11,17.48,26.57,35.66,15.32,51.36,87.4,254
2022-09-12,15.49,23.855,32.22,32.02,58.46,84.9,0
2022-09-13,15.97,24.265,32.56,29.48,55.44,81.4,0
2022-09-14,18.56,26.4,34.24,23.83,56.965,90.1,4.572
2022-09-15,16.61,21.015,25.42,48.57,69.735,90.9,1.524
2022-09-16,14.82,19.155,23.49,58.92,74.56,90.2,508
2022-09-17,11.67,19.025,26.38,38.76,64.33,89.9,254
2022-09-18,11.47,19.9,28.33,24.01,54.455,84.9,0
2022-09-19,12.55,22.135,31.72,22.62,47.31,72,0
2022-09-20,16.26,26.265,36.27,18.8,56.2,93.6,19.81
2022-09-21,18.99,23.5,28.01,48.56,70.78,93,0
2022-09-22,19.98,24.715,29.45,47.57,70.035,92.5,10.41
2022-09-23,12.63,18.29,23.95,77.67,85.085,92.5,9.91
2022-09-24,11.5,17.63,23.76,29.9,56.2,82.5,254
2022-09-25,13.04,20.55,28.06,18.9,48.52,78.14,0
2022-09-26,14.33,24.37,34.41,21.74,50.3,78.86,0
2022-09-27,16.95,22.83,28.71,46.22,70.01,93.8,21.59
2022-09-28,18,21.54,25.08,66.13,79.315,92.5,762
2022-09-29,14.78,16.855,18.93,84.1,88.35,92.6,8.89
2022-09-30,15.22,21.61,28,46.39,67.845,89.3,0
2022-10-01,15.7,20.79,25.88,55.43,74.065,92.7,0
2022-10-02,16.81,23.57,30.33,42.27,67.535,92.8,0
2022-10-03,19.13,25.56,31.99,32.49,56,79.51,0
2022-10-04,19.43,26.15,32.87,30.74,54.21,77.68,0
2022-10-05,19.47,24.475,29.48,43.96,63.88,83.8,0
2022-10-06,19.16,26.465,33.77,26.31,54.505,82.7,0
2022-10-07,19.6,26.045,32.49,31.11,62.355,93.6,38.1
2022-10-08,15.73,20.93,26.13,50.4,71.95,93.5,0
2022-10-09,16.04,22.29,28.54,38.41,63.055,87.7,0
2022-10-10,19.27,23.545,27.82,45.89,68.245,90.6,0
2022-10-11,19.43,22.135,24.84,64.91,77.055,89.2,0
2022-10-12,18.55,24.355,30.16,44.19,66.745,89.3,0
2022-10-13,17.83,21.065,24.3,58.62,74.46,90.3,0
2022-10-14,18.73,25.85,32.97,26.31,58.105,89.9,0
2022-10-15,17.73,26.405,35.08,16.94,49.07,81.2,0
2022-10-16,18.39,25.44,32.49,31.61,56.705,81.8,0
2022-10-17,20.65,27.26,33.87,21.33,47.81,74.29,0
2022-10-18,20.28,26.845,33.41,23.77,51.935,80.1,0
2022-10-19,19.98,24.295,28.61,42.1,60.87,79.64,0
2022-10-20,19.5,24.24,28.98,42.1,65.3,88.5,0
2022-10-21,19.41,27.355,35.3,25.42,58.86,92.3,41.15
2022-10-22,19.06,23.33,27.6,55.29,73.695,92.1,508
2022-10-23,17.56,24.285,31.01,34.49,63.295,92.1,0
2022-10-24,18.51,25.145,31.78,32.49,56.115,79.74,0
2022-10-25,17.69,25.19,32.69,27.89,53.915,79.94,0
2022-10-26,17.12,24.89,32.66,19.48,48.63,77.78,0
2022-10-27,19.37,27.145,34.92,21.37,44.96,68.55,0
2022-10-28,19.54,26.71,33.88,30.77,53.85,76.93,2.794
2022-10-29,21.19,27.295,33.4,28.6,53.54,78.48,0
2022-10-30,19.47,26.91,34.35,30.23,60.115,90,1.778
2022-10-31,20.59,26.78,32.97,34.29,60.645,87,0
2022-11-01,19.23,25.305,31.38,48.25,70.575,92.9,17.02
2022-11-02,14.92,20.1,25.28,59.97,75.335,90.7,0
2022-11-03,14.48,18.8,23.12,51.38,64.325,77.27,0
2022-11-04,11.67,17.73,23.79,41.1,61.5,81.9,0
2022-11-05,12.33,19.475,26.62,28.17,54.435,80.7,0
2022-11-06,14.02,21.11,28.2,28.37,51.575,74.78,0
2022-11-07,14.73,22.14,29.55,27.39,50.665,73.94,0
2022-11-08,14.77,22.21,29.65,23.95,47.59,71.23,0
2022-11-09,16,23.4,30.8,23.57,45.575,67.58,0
2022-11-10,18.17,25.805,33.44,21.07,49.355,77.64,0
2022-11-11,20.08,27.715,35.35,19.37,48.235,77.1,0
2022-11-12,17.75,23.4,29.05,41.25,63.525,85.8,0
2022-11-13,20.92,27.11,33.3,28.67,55.785,82.9,0
2022-11-14,19.74,27.195,34.65,28.57,52.655,76.74,0
2022-11-15,20.11,26.54,32.97,26.54,51.585,76.63,0
2022-11-16,16.17,24.67,33.17,25.9,48.705,71.51,0
2022-11-17,17.76,26.12,34.48,14.17,40.915,67.66,0
2022-11-18,17.42,26.065,34.71,18.93,42.765,66.6,0
2022-11-19,18.19,26.69,35.19,21.81,48.17,74.53,0
2022-11-20,17.96,25.905,33.85,26.91,55.955,85,3.556
2022-11-21,20.24,26.495,32.75,26.51,54.905,83.3,2.032
2022-11-22,20.59,26.78,32.97,31.21,56.955,82.7,762
2022-11-23,19.57,26.455,33.34,31.68,61.34,91,2.54
2022-11-24,20.82,26.87,32.92,31.47,59.785,88.1,0
2022-11-25,17.49,24.335,31.18,38.21,63.205,88.2,1.524
2022-11-26,15.43,23.875,32.32,26.1,54.5,82.9,0
2022-11-27,17.81,24.545,31.28,25.26,49.825,74.39,0
2022-11-28,19.2,26.18,33.16,23.87,52.535,81.2,0
2022-11-29,18.35,24.965,31.58,32.19,60.095,88,508
2022-11-30,18.47,25.465,32.46,29.96,60.38,90.8,15.75
2022-12-01,20.15,25.78,31.41,38.11,61.905,85.7,254
2022-12-02,22.44,27.4,32.36,34.76,57.305,79.85,1.016
2022-12-03,21.31,26.8,32.29,38.75,64.775,90.8,12.95
2022-12-04,20.48,25.49,30.5,48.05,70.725,93.4,254
2022-12-05,20.85,22.425,24,72.75,83.125,93.5,0
2022-12-06,20.59,25.14,29.69,46.53,69.915,93.3,254
2022-12-07,20.55,24.375,28.2,59.17,76.085,93,254
2022-12-08,21.3,25.375,29.45,54.51,73.305,92.1,254
2022-12-09,22.76,27.71,32.66,40.47,62.635,84.8,0
2022-12-10,22.56,28.465,34.37,27.08,52.74,78.4,0
2022-12-11,21.79,27.8,33.81,31.21,59.855,88.5,0
2022-12-12,22.26,27.445,32.63,38.38,64.34,90.3,0
2022-12-13,21.68,25.735,29.79,54.67,73.435,92.2,6.35
2022-12-14,18.69,21.885,25.08,78.51,85.255,92,2.286
2022-12-15,17.66,23.705,29.75,50.18,67.94,85.7,0
2022-12-16,19.77,25.81,31.85,33.27,56.455,79.64,0
2022-12-17,19.4,24.815,30.23,42.67,66.735,90.8,0
2022-12-18,19.47,25.71,31.95,31.85,58.275,84.7,0
2022-12-19,19.47,25.965,32.46,37.8,64.8,91.8,41.4
2022-12-20,20.04,23.985,27.93,62.01,77.755,93.5,15.75
2022-12-21,17.02,23.27,29.52,53.73,73.565,93.4,254
2022-12-22,16.85,22.695,28.54,43.55,64.875,86.2,0
2022-12-23,16.48,23.255,30.03,37.87,62.785,87.7,0
2022-12-24,18.59,25.51,32.43,28.1,55.4,82.7,0
2022-12-25,21.02,26.96,32.9,27.38,53.645,79.91,0
2022-12-26,20.68,25.995,31.31,41.32,66.06,90.8,9.14
2022-12-27,20.23,24.875,29.52,53.76,73.18,92.6,35.81
2022-12-28,22.02,24.46,26.9,70.82,81.11,91.4,9.14
2022-12-29,19.92,25.09,30.26,52.44,72.82,93.2,25.15
2022-12-30,20.45,24.58,28.71,57.68,75.44,93.2,0
2022-12-31,21.36,26.335,31.31,49.64,70.27,90.9,34.29
2023-01-01,21.23,25.19,29.15,59.34,74.97,90.6,8.13
2023-01-02,21.19,26.58,31.97,43.85,67.275,90.7,0
2023-01-03,19.6,25.925,32.25,41.75,67.725,93.7,15.24
2023-01-04,20.01,24.865,29.72,50.25,71.975,93.7,18.29
2023-01-05,20.18,23.185,26.19,73.3,83.45,93.6,14.48
2023-01-06,17.42,22.185,26.95,65.39,78.545,91.7,2.032
2023-01-07,17.95,21.38,24.81,71.27,80.485,89.7,254
2023-01-08,18.52,22.62,26.72,64.43,77.165,89.9,0
2023-01-09,19.03,22.225,25.42,71.81,81.855,91.9,5.08
2023-01-10,20.58,24.575,28.57,61.24,76.77,92.3,8.38
2023-01-11,20.74,24.57,28.4,57.25,74.125,91,1.27
2023-01-12,19.27,24.615,29.96,53.63,73.465,93.3,13.21
2023-01-13,19.87,24.49,29.11,50.72,72.01,93.3,762
2023-01-14,20.08,25.035,29.99,54.34,73.32,92.3,8.64
2023-01-15,20.48,25.27,30.06,52.48,72.24,92,254
2023-01-16,22.12,26.97,31.82,44.56,67.48,90.4,0
2023-01-17,18.45,25.415,32.38,46.32,69.11,91.9,12.7
2023-01-18,19.37,26.1,32.83,37.73,64.565,91.4,24.38
2023-01-19,20.55,26.535,32.52,40.87,66.635,92.4,6.858
2023-01-20,19.57,25.645,31.72,48.55,70.675,92.8,4.064
2023-01-21,20.01,24.525,29.04,59,75.7,92.4,1.016
2023-01-22,20.04,23.92,27.8,65.13,78.765,92.4,26.67
2023-01-23,20.35,25.73,31.11,45.71,69.055,92.4,254
2023-01-24,21.03,25.695,30.36,51.12,71.66,92.2,0
2023-01-25,21.26,26.3,31.34,46.76,69.53,92.3,0
2023-01-26,20.21,26.285,32.36,34.18,59.94,85.7,0
2023-01-27,21.93,27.315,32.7,38.72,62.66,86.6,0
2023-01-28,21.03,27.13,33.23,37.39,63.945,90.5,0
2023-01-29,21.59,26.62,31.65,44.15,67.375,90.6,2.032
2023-01-30,20.52,25.61,30.7,46.46,69.18,91.9,762
2023-01-31,20.52,25.24,29.96,52.98,72.34,91.7,5.842
2023-02-01,20.4,26.15,31.9,40.9,66.8,92.7,1.3
2023-02-02,21.5,25.95,30.4,52.7,72.4,92.1,2
2023-02-03,20.9,25.9,30.9,52.4,72.6,92.8,20.3
2023-02-04,19.9,25.7,31.5,50.8,72.35,93.9,41.4
2023-02-05,20.2,25.6,31,50.6,72.3,94,4.6
2023-02-06,20.8,25.1,29.4,60.6,77.3,94,17.5
2023-02-07,20.8,25.65,30.5,49.5,71.35,93.2,0
2023-02-08,20.9,25.4,29.9,57.6,73.25,88.9,0
2023-02-09,21.4,26.85,32.3,45.8,67.8,89.8,0
2023-02-10,19.7,26.1,32.5,44.8,67.65,90.5,6.6
2023-02-11,19.9,25.55,31.2,48.2,71.05,93.9,16.3
2023-02-12,20.7,24.85,29,54.9,74.05,93.2,18.3
2023-02-13,19.6,24.2,28.8,62.1,77.65,93.2,0.5
2023-02-14,20.2,25.8,31.4,48.8,70.95,93.1,5.6
2023-02-15,21,26.25,31.5,45.6,69.1,92.6,1.8
2023-02-16,20.9,27.2,33.5,40.5,66.5,92.5,3.3
2023-02-17,21.5,26.2,30.9,48.7,70.55,92.4,3.8
2023-02-18,21.6,26.3,31,48.5,70.45,92.4,0.5
2023-02-19,20.4,25.4,30.4,52.1,72.6,93.1,4.1
2023-02-20,20.2,24,27.8,62.8,77,91.2,3.6
2023-02-21,20.2,25.35,30.5,49,69.65,90.3,0.3
2023-02-22,19.9,22.9,25.9,70.5,80.7,90.9,5.1
2023-02-23,20.6,26.35,32.1,37.7,63.25,88.8,0
2023-02-24,20.2,25.55,30.9,47.4,70,92.6,0.3
2023-02-25,20,25,30,50.3,71.7,93.1,12.3
2023-02-26,21.4,26.65,31.9,43.2,68.1,93,0.3
2023-02-27,21.8,26.7,31.6,50,69.65,89.3,0
2023-02-28,20.6,27.15,33.7,40.9,65.5,90.1,0
2023-03-01,19.81,26.725,33.64,34.56,63.03,91.5,1.016
2023-03-02,19.54,26.015,32.49,31.99,62.095,92.2,254
2023-03-03,20.92,26.62,32.32,35.77,60.385,85,0
2023-03-04,22.18,27.91,33.64,38.14,64.02,89.9,6.35
2023-03-05,19.81,25.645,31.48,48.49,70.395,92.3,7.874
2023-03-06,19.21,25.295,31.38,50.28,71.49,92.7,19.56
2023-03-07,19.84,25.745,31.65,47.34,69.67,92,4.064
2023-03-08,18.91,24.19,29.47,60.23,75.615,91,508
2023-03-09,19.82,25.5,31.18,43.08,66.39,89.7,0
2023-03-10,20.96,25.7,30.44,44.24,67.07,89.9,2.032
2023-03-11,19.87,24.21,28.55,56.95,75.125,93.3,40.89
2023-03-12,20.01,24.315,28.62,56.95,75.325,93.7,36.58
2023-03-13,20.59,24.82,29.05,50.52,72.11,93.7,254
2023-03-14,19.91,24.6,29.29,52.59,72.745,92.9,13.97
2023-03-15,20.59,25.275,29.96,53.9,73.7,93.5,508
2023-03-16,19.94,24.03,28.12,61.49,77.895,94.3,18.8
2023-03-17,19.91,24.37,28.83,56.72,75.46,94.2,16.76
2023-03-18,20.15,24.085,28.02,59.18,76.49,93.8,1.016
2023-03-19,20.55,25.09,29.63,53.03,72.615,92.2,5.08
2023-03-20,20.96,25.295,29.63,54.04,72.47,90.9,0
2023-03-21,19.34,25.07,30.8,46.97,69.685,92.4,9.14
2023-03-22,19.38,25.495,31.61,40.37,65.085,89.8,0
2023-03-23,21.06,27.27,33.48,34.59,62.395,90.2,0
2023-03-24,22.14,27.705,33.27,34.45,59.975,85.5,0
2023-03-25,21.3,27.115,32.93,39.97,62.785,85.6,0
2023-03-26,22.35,28.485,34.62,31.75,57.675,83.6,0
2023-03-27,22.11,28.485,34.86,29.11,56.355,83.6,0
2023-03-28,20.92,27.165,33.41,38.55,64.525,90.5,508
2023-03-29,20.52,26.475,32.43,43.25,66.425,89.6,0
2023-03-30,19.71,26.73,33.75,37.43,64.565,91.7,13.72
2023-03-31,21.13,26.71,32.29,44.84,67.12,89.4,1.27
2023-04-01,20.62,26.41,32.2,41.09,64.845,88.6,254
2023-04-02,19.47,25.595,31.72,31.21,60.355,89.5,0
2023-04-03,17.86,24.64,31.42,39.16,63.78,88.4,0
2023-04-04,18.2,24.84,31.48,35.31,61.905,88.5,0
2023-04-05,19.22,25.535,31.85,32.97,59.685,86.4,0
2023-04-06,19.39,25.575,31.76,36.45,60.825,85.2,0
2023-04-07,20.34,26.135,31.93,35.71,64.405,93.1,4.064
2023-04-08,20.45,23.98,27.51,60.75,76.975,93.2,0
2023-04-09,20.15,23.745,27.34,60.31,76.905,93.5,4.572
2023-04-10,18.2,22.89,27.58,56.01,74.805,93.6,0
2023-04-11,17.76,23.95,30.14,44.65,68.775,92.9,0
2023-04-12,18.47,25.35,32.23,40.28,67.24,94.2,32.26
2023-04-13,20.45,23.83,27.21,65.28,79.19,93.1,2.54
2023-04-14,20.79,25.75,30.71,45.92,69.21,92.5,508
2023-04-15,19.84,23.56,27.28,65.14,79.72,94.3,8.64
2023-04-16,18.88,23.395,27.91,54.12,74.21,94.3,254
2023-04-17,19.08,24.945,30.81,43.49,67.545,91.6,0
2023-04-18,19.47,25.565,31.66,43.05,68.525,94,17.27
2023-04-19,19.81,24.44,29.07,56.93,75.465,94,17.02
2023-04-20,14.24,20.065,25.89,47.56,70.33,93.1,0
2023-04-21,13.16,18.56,23.96,35.38,60.19,85,0
2023-04-22,13.74,19.9,26.06,36.23,61.715,87.2,0
2023-04-23,15.58,22.475,29.37,49.25,70.525,91.8,0
2023-04-24,16.45,22.825,29.2,43.63,67.815,92,0
2023-04-25,17.31,23.39,29.47,26.85,52.58,78.31,0
2023-04-26,18.71,23.535,28.36,44.78,61.87,78.96,0
2023-04-27,17.59,21.265,24.94,65.55,79.775,94,0
2023-04-28,16.78,21.265,25.75,64.1,79.15,94.2,1.016
2023-04-29,15.99,21.125,26.26,59.7,76.95,94.2,0
2023-04-30,15.68,21.615,27.55,45.46,69.58,93.7,254
2023-05-01,15.9,22.45,29,35,61.7,88.4,0
2023-05-02,15.6,21.8,28,36.6,63.25,89.9,0
2023-05-03,16.3,22.45,28.6,38.6,63.85,89.1,0
2023-05-04,17.6,23.55,29.5,34.6,59.25,83.9,0
2023-05-05,18.2,24.25,30.3,30.3,56.45,82.6,0
2023-05-06,19.1,25.5,31.9,29.6,51.75,73.9,0
2023-05-07,19.5,25.2,30.9,31.1,53.35,75.6,0
2023-05-08,18.9,24.8,30.7,33.3,55.6,77.9,0
2023-05-09,18.8,24.85,30.9,32.1,55.05,78,0
2023-05-10,17.8,23.8,29.8,38.3,61.6,84.9,0
2023-05-11,18.4,23.9,29.4,43.5,67,90.5,0
2023-05-12,14.1,21.7,29.3,38.4,65.25,92.1,0
2023-05-13,13.2,20.05,26.9,28.4,60.5,92.6,0
2023-05-14,12.8,19.25,25.7,31.2,58.7,86.2,0
2023-05-15,12.8,19.7,26.6,27.6,51.55,75.5,0
2023-05-16,14.1,20.3,26.5,27.6,50.45,73.3,0
2023-05-17,12.1,19.85,27.6,19,51.35,83.7,0
2023-05-18,10.8,19,27.2,25.4,57.45,89.5,0
2023-05-19,10.8,20,29.2,24.4,57.3,90.2,0
2023-05-20,14.4,21.5,28.6,24.4,50.65,76.9,0
2023-05-21,13.6,21.25,28.9,23.7,48.85,74,0
2023-05-22,13.8,21.15,28.5,23.3,47.25,71.2,0
2023-05-23,15.1,21.15,27.2,29.3,51.4,73.5,0
2023-05-24,15.1,21.5,27.9,28.8,51.1,73.4,0
2023-05-25,15.4,21.65,27.9,32.2,52.5,72.8,0
2023-05-26,16.6,22.75,28.9,33.4,55.95,78.5,0
2023-05-27,16.8,22.85,28.9,32.1,53.6,75.1,0
2023-05-28,17.2,23.65,30.1,33.1,55.45,77.8,0
2023-05-29,16.5,19.7,22.9,60.4,76.4,92.4,0
2023-05-30,15.8,20.85,25.9,48.5,70.45,92.4,0
2023-05-31,15.9,19.7,23.5,57.2,75.9,94.6,20
2023-06-01,13.2,17.65,22.1,68.5,81.65,94.8,0
2023-06-02,13.3,18.45,23.6,56.1,75.45,94.8,0
2023-06-03,17.6,23.05,28.5,44,66,88,0
2023-06-04,14.4,20.85,27.3,31.7,59.1,86.5,0
2023-06-05,15,21.65,28.3,27.5,52.9,78.3,0
2023-06-06,13.9,20.45,27,31.6,56.1,80.6,0
2023-06-07,14,20.4,26.8,31.5,56.05,80.6,0
2023-06-08,14.8,21.6,28.4,28.5,52.5,76.5,0
2023-06-09,15.1,22,28.9,28.8,53.25,77.7,0
2023-06-10,15.6,22.7,29.8,26.1,51.85,77.6,0
2023-06-11,16.4,23.25,30.1,26.7,49.7,72.7,0
2023-06-12,17.4,24,30.6,27.2,50.25,73.3,0
2023-06-13,17.5,24.6,31.7,24.7,55.9,87.1,0
2023-06-14,16.32,20.73,25.14,52.83,69.065,85.3,0
2023-06-15,12.64,16.04,19.44,84.9,89.7,94.5,15.49
2023-06-16,10.14,12.79,15.44,93.9,94.45,95,56.39
2023-06-17,9.08,12.955,16.83,70.06,82.53,95,0
2023-06-18,9.04,14.245,19.45,48.42,68.41,88.4,254
2023-06-19,9.99,16.035,22.08,38.9,62.7,86.5,0
2023-06-20,9.82,17.87,25.92,31.32,59.96,88.6,0
2023-06-21,13.57,20.88,28.19,28.68,53.795,78.91,0
2023-06-22,14.31,20.875,27.44,28.41,51.645,74.88,0
2023-06-23,14.31,20.86,27.41,27.97,51.39,74.81,0
2023-06-24,14.8,21.205,27.61,28.04,51.445,74.85,0
2023-06-25,14.97,20.7,26.43,34.7,55.355,76.01,0
2023-06-26,14.07,21.385,28.7,28.58,52.915,77.25,0
2023-06-27,14.41,20.47,26.53,33.25,55.25,77.25,0
2023-06-28,14.35,21.32,28.29,30.68,54.065,77.45,0
2023-06-29,15.15,21.955,28.76,29.05,53.4,77.75,0
2023-06-30,13.16,20.555,27.95,29.43,60.315,91.2,0
2023-07-01,13.26,20.52,27.78,30,60.95,91.9,0
2023-07-02,14.89,21.2,27.51,31.12,54.64,78.16,0
2023-07-03,12.96,19.93,26.9,33.79,58.295,82.8,0
2023-07-04,10.53,18.245,25.96,29.22,58.41,87.6,0
2023-07-05,10.6,18.5,26.4,30.27,58.885,87.5,0
2023-07-06,13.23,20.37,27.51,25.94,48.445,70.95,0
2023-07-07,12.79,19.695,26.6,27.9,49.49,71.08,0
2023-07-08,13.06,20.86,28.66,23.47,46.38,69.29,0
2023-07-09,15.14,22.645,30.15,23.14,44.66,66.18,0
2023-07-10,17.56,23.7,29.84,30,53.715,77.43,0
2023-07-11,17.4,24.395,31.39,24.72,51.145,77.57,0
2023-07-12,17.88,25.025,32.17,18.74,40.495,62.25,0
2023-07-13,18.56,25.05,31.54,18.74,40.25,61.76,0
2023-07-14,8.77,17.465,26.16,28.96,60.13,91.3,2.032
2023-07-15,8.62,14.12,19.62,36.68,64.09,91.5,0
2023-07-16,8.35,17.355,26.36,23.58,48.73,73.88,0
2023-07-17,16.09,23.085,30.08,25.67,46.67,67.67,0
2023-07-18,16.75,23.6,30.45,29.46,53.05,76.64,0
2023-07-19,14.29,22.945,31.6,28.98,58.69,88.4,0
2023-07-20,14.16,21.105,28.05,42.52,65.51,88.5,0
2023-07-21,14.13,21.465,28.8,36.5,62.6,88.7,0
2023-07-22,16.16,21.955,27.75,35.68,58.19,80.7,0
2023-07-23,15.65,21.685,27.72,32.91,54.98,77.05,0
2023-07-24,16.12,22.255,28.39,30.91,53.625,76.34,0
2023-07-25,16.36,22.93,29.5,23.23,46.025,68.82,0
2023-07-26,16.8,22.84,28.88,33.79,55.135,76.48,0
2023-07-27,16.97,23.56,30.15,27.84,51.955,76.07,0
2023-07-28,15.51,23.38,31.25,21.98,45.39,68.8,0
2023-07-29,15.34,23.585,31.83,21.61,54.755,87.9,0
2023-07-30,12.11,19.945,27.78,34.33,61.515,88.7,0
2023-07-31,12.08,20.2,28.32,33.99,61.245,88.5,0
2023-08-01,13.33,21.37,29.41,23.88,51.665,79.45,0
2023-08-02,14.04,22.31,30.58,17.45,48.23,79.01,0
2023-08-03,16.29,23.77,31.25,23.4,46.485,69.57,0
2023-08-04,15.99,23.96,31.93,21.41,44.22,67.03,0
2023-08-05,15.95,23.84,31.73,21.98,43.74,65.5,0
2023-08-06,16.97,24.705,32.44,19.07,40.27,61.47,0
2023-08-07,16.85,24.49,32.13,20.12,40.66,61.2,0
2023-08-08,15.8,24.845,33.89,17.42,46.595,75.77,0
2023-08-09,16.12,23.45,30.78,29.93,53.655,77.38,0
2023-08-10,17.16,24.78,32.4,22.22,50.02,77.82,0
2023-08-11,18.07,25.645,33.22,21.78,44.36,66.94,0
2023-08-12,18.34,26.84,35.34,17.52,43.55,69.58,0
2023-08-13,17.25,26.005,34.76,16.81,49.205,81.6,0
2023-08-14,14.63,22.435,30.24,33.31,59.155,85,0
2023-08-15,14.63,22.54,30.45,31.25,58.375,85.5,0
2023-08-16,17.52,24.115,30.71,30.61,55.905,81.2,0
2023-08-17,18.78,24.915,31.05,25.09,46.935,68.78,0
2023-08-18,17.09,23.825,30.56,26.55,48.525,70.5,0
2023-08-19,16.95,25,33.05,20.36,47.595,74.83,0
2023-08-20,15.75,20.69,25.63,33.49,61.745,90,1.27
2023-08-21,15.85,22.155,28.46,31.52,59.91,88.3,0
2023-08-22,16.19,23.57,30.95,24.04,56.37,88.7,0
2023-08-23,17.54,25.695,33.85,24.21,47.82,71.43,0
2023-08-24,19.81,28.03,36.25,14.71,38.775,62.84,0
2023-08-25,19.25,27.65,36.05,19.88,50.94,82,254
2023-08-26,16.27,25.74,35.21,18.97,51.485,84,254
2023-08-27,13.02,20.08,27.14,46.64,68.92,91.2,1.016
2023-08-28,12.79,16.03,19.27,61.63,77.315,93,2.54
2023-08-29,13.56,18.945,24.33,52.63,70.565,88.5,0
2023-08-30,14.12,18.61,23.1,67.59,80.845,94.1,1.27
2023-08-31,16.09,22.98,29.87,36.79,65.595,94.4,0
2023-09-01,16.59,20.015,23.44,68.82,79.91,91,0
2023-09-02,17.81,24.94,32.07,31.11,52.33,73.55,0
2023-09-03,21.03,27.625,34.22,32.73,62.665,92.6,508
2023-09-04,21.09,27.585,34.08,34.56,62.53,90.5,254
2023-09-05,20.86,27.29,33.72,35.44,63.27,91.1,10.41
2023-09-06,18.17,24.475,30.78,46.47,68.985,91.5,0
2023-09-07,17.86,24.645,31.43,42.98,63.39,83.8,0
2023-09-08,18.57,24.53,30.49,32.5,56.05,79.6,0
2023-09-09,18.2,26.23,34.26,21.78,48.115,74.45,0
2023-09-10,17.05,21.525,26,46.72,66.46,86.2,0
2023-09-11,19.52,25.62,31.72,26.31,47.14,67.97,0
2023-09-12,19.32,26.235,33.15,23.4,43.25,63.1,0
2023-09-13,20.65,27.77,34.89,18.53,36.11,53.69,0
2023-09-14,18.1,27.63,37.16,15.49,49.745,84,0
2023-09-15,12.45,17.285,22.12,66.76,80.73,94.7,254
2023-09-16,13.28,20.125,26.97,31.05,62.925,94.8,0
2023-09-17,17.41,25.68,33.95,20.96,43.96,66.96,0
2023-09-18,20.99,28.535,36.08,23.03,47.53,72.03,0
2023-09-19,21.23,28.605,35.98,24.95,51.465,77.98,254
2023-09-20,21.03,28.705,36.38,20.46,49.71,78.96,254
2023-09-21,21.47,29.01,36.55,19.14,46.325,73.51,0
2023-09-22,22.78,30.105,37.43,20.42,40.72,61.02,0
2023-09-23,23.55,30.69,37.83,19.41,38.67,57.93,0
2023-09-24,24.63,31.335,38.04,20.08,39.32,58.56,254
2023-09-25,23.68,31.63,39.58,16.73,37.16,57.59,0
2023-09-26,22.53,31.395,40.26,14.33,45.085,75.84,0
2023-09-27,23.75,31.905,40.06,20.12,46.89,73.66,0
2023-09-28,20.15,29.365,38.58,21.27,55.035,88.8,254
2023-09-29,16.85,24.35,31.85,43.38,65.49,87.6,0
2023-09-30,17.76,26.295,34.83,30.84,54.14,77.44,0
2023-10-01,21.57,28.25,34.93,32.46,57.38,82.3,0
2023-10-02,21.3,26.375,31.45,49.57,71.085,92.6,18.54
2023-10-03,21.67,27.235,32.8,43.82,68.06,92.3,254
2023-10-04,23.12,29.14,35.16,32.97,57.785,82.6,0
2023-10-05,23.1,28.695,34.29,36.55,56.915,77.28,0
2023-10-06,23.71,30.08,36.45,29.11,53.38,77.65,0
2023-10-07,24.56,30.81,37.06,31.68,54.11,76.54,0
2023-10-08,22.17,28.72,35.27,33.91,63.555,93.2,4.318
2023-10-09,19.3,25.83,32.36,48.62,71.51,94.4,23.88
2023-10-10,18.51,22.945,27.38,57.64,76.02,94.4,0
2023-10-11,18.24,25.28,32.32,37.9,64.7,91.5,0
2023-10-12,19.57,28.01,36.45,27.56,56.13,84.7,0
2023-10-13,22.1,28.77,35.44,37.84,65.37,92.9,10.67
2023-10-14,18.32,24.38,30.44,59.61,76.205,92.8,4.064
2023-10-15,18.41,24.275,30.14,54.28,71.04,87.8,0
2023-10-16,20.45,27.535,34.62,35.98,59.59,83.2,0
2023-10-17,23.31,29.71,36.11,28.2,51.98,75.76,0
