"dia","id_partilha","cultivo","variedade","quantidade","tipo_cultivo","mes"
2021-06-19,72,"chicoria","crespa",3.6,"hortalica",2021-06-01
2021-06-19,72,"pepino","aodai",3.17,"legume",2021-06-01
2021-06-19,72,"tomate","cereja_amarelo",3,"legume",2021-06-01
2021-06-19,72,"quiabo","clensom",1.98,"legume",2021-06-01
2021-06-19,72,"quiabo","sta_cruz",1.85,"legume",2021-06-01
2021-06-19,72,"almeirao","roxo",1.79,"hortalica",2021-06-01
2021-06-19,72,"tomate","pera_vermelho",1.57,"legume",2021-06-01
2021-06-19,72,"cebolinha","padrao",0.9,"ervas",2021-06-01
2021-06-19,72,"salsinha","padrao",0.38,"ervas",2021-06-01
2021-06-19,72,"lippia_alba","padrao",0.35,"planta_medicinal",2021-06-01
2021-06-19,72,"manjericao","grego",0.34,"ervas",2021-06-01
2021-06-19,72,"ora_pro_nobis","padrao",0.28,"hortalica",2021-06-01
2021-06-26,73,"mandioca","branca",22.47,"tuberculo",2021-06-01
2021-06-26,73,"inhame","padrao",10.61,"tuberculo",2021-06-01
2021-06-26,73,"quiabo","estrela",8.3,"legume",2021-06-01
2021-06-26,73,"cenoura","padrao",7,"tuberculo",2021-06-01
2021-06-26,73,"alface","elba",5.96,"hortalica",2021-06-01
2021-06-26,73,"tomate","cereja_amarelo",4.19,"legume",2021-06-01
2021-06-26,73,"mostarda","crespa",3.62,"hortalica",2021-06-01
2021-06-26,73,"tomate","pera_vermelho",3.2,"legume",2021-06-01
2021-06-26,73,"quiabo","clensom",2.76,"legume",2021-06-01
2021-06-26,73,"quiabo","sta_cruz",2.36,"legume",2021-06-01
2021-06-26,73,"rucula","padrao",1.91,"hortalica",2021-06-01
2021-06-26,73,"jilo","comprido",1.4,"legume",2021-06-01
2021-06-26,73,"vagem","tempesta",0.86,"legume",2021-06-01
2021-06-26,73,"lippia_alba","padrao",0.47,"planta_medicinal",2021-06-01
2021-06-26,73,"manjericao","grego",0.28,"ervas",2021-06-01
2021-06-26,73,"hortela","padrao",0.1,"ervas",2021-06-01
2021-06-26,73,"salvia","padrao",0.03,"ervas",2021-06-01
2021-07-03,74,"batata_doce","branca",22.38,"tuberculo",2021-07-01
2021-07-03,74,"batata_doce","cenoura",13.36,"tuberculo",2021-07-01
2021-07-03,74,"brocolis","padrao",7.29,"hortalica",2021-07-01
2021-07-03,74,"alface","elba",7.23,"hortalica",2021-07-01
2021-07-03,74,"tomate","cereja_amarelo",7.16,"legume",2021-07-01
2021-07-03,74,"cenoura","padrao",6.35,"tuberculo",2021-07-01
2021-07-03,74,"tomate","pera_vermelho",3.57,"legume",2021-07-01
2021-07-03,74,"almeirao","roxo",2.8,"hortalica",2021-07-01
2021-07-03,74,"quiabo","sta_cruz",1.46,"legume",2021-07-01
2021-07-03,74,"quiabo","clensom",1.33,"legume",2021-07-01
2021-07-03,74,"quiabo","estrela",1.06,"legume",2021-07-01
2021-07-03,74,"salsinha","padrao",0.62,"ervas",2021-07-01
2021-07-03,74,"jilo","comprido",0.48,"legume",2021-07-01
2021-07-03,74,"lippia_alba","padrao",0.31,"planta_medicinal",2021-07-01
2021-07-03,74,"tomate","cereja",0.3,"legume",2021-07-01
2021-07-03,74,"hortela","padrao",0.12,"ervas",2021-07-01
2021-07-10,75,"mandioca","branca",19,"tuberculo",2021-07-01
2021-07-10,75,"erva_doce","funcho",7.56,"planta_medicinal",2021-07-01
2021-07-10,75,"alface","elba",7.49,"hortalica",2021-07-01
2021-07-10,75,"cenoura","padrao",6.5,"tuberculo",2021-07-01
2021-07-10,75,"tomate","cereja_amarelo",6.35,"legume",2021-07-01
2021-07-10,75,"tomate","pera_vermelho",4.5,"legume",2021-07-01
2021-07-10,75,"chicoria","crespa",3.91,"hortalica",2021-07-01
2021-07-10,75,"quiabo","clensom",1.7,"legume",2021-07-01
2021-07-10,75,"quiabo","sta_cruz",1.4,"legume",2021-07-01
2021-07-10,75,"lippia_alba","padrao",0.7,"planta_medicinal",2021-07-01
2021-07-10,75,"salsinha","padrao",0.58,"ervas",2021-07-01
2021-07-10,75,"hortela","padrao",0.09,"ervas",2021-07-01
2021-07-17,76,"batata_doce","cenoura",26.6,"tuberculo",2021-07-01
2021-07-17,76,"tomate","cereja_amarelo",15.5,"legume",2021-07-01
2021-07-17,76,"brocolis","padrao",8.68,"hortalica",2021-07-01
2021-07-17,76,"alface","crioula",7.7,"hortalica",2021-07-01
2021-07-17,76,"cenoura","padrao",6.09,"tuberculo",2021-07-01
2021-07-17,76,"alface","elba",5.18,"hortalica",2021-07-01
2021-07-17,76,"tomate","pera_vermelho",3.2,"legume",2021-07-01
2021-07-17,76,"jilo","comprido",1.06,"legume",2021-07-01
2021-07-17,76,"quiabo","sta_cruz",0.92,"legume",2021-07-01
2021-07-17,76,"salsinha","padrao",0.73,"ervas",2021-07-01
2021-07-17,76,"tomate","cereja",0.35,"legume",2021-07-01
2021-07-17,76,"lippia_alba","padrao",0.33,"planta_medicinal",2021-07-01
2021-07-17,76,"alecrim","padrao",0.05,"ervas",2021-07-01
2021-07-24,77,"mandioca","branca",26.44,"tuberculo",2021-07-01
2021-07-24,77,"mamao","formosa",15.2,"fruta",2021-07-01
2021-07-24,77,"tomate","cereja_amarelo",10.68,"legume",2021-07-01
2021-07-24,77,"alface","elba",9.12,"hortalica",2021-07-01
2021-07-24,77,"cenoura","padrao",8.34,"tuberculo",2021-07-01
2021-07-24,77,"brocolis","padrao",7.92,"hortalica",2021-07-01
2021-07-24,77,"tomate","pera_vermelho",2.11,"legume",2021-07-01
2021-07-24,77,"mamao","papaia",1.2,"fruta",2021-07-01
2021-07-24,77,"quiabo","sta_cruz",0.96,"legume",2021-07-01
2021-07-24,77,"salsinha","padrao",0.72,"ervas",2021-07-01
2021-07-24,77,"quiabo","clensom",0.68,"legume",2021-07-01
2021-07-24,77,"jilo","comprido",0.63,"legume",2021-07-01
2021-07-24,77,"lippia_alba","padrao",0.35,"planta_medicinal",2021-07-01
2021-07-24,77,"lavanda","padrao",0.05,"planta_medicinal",2021-07-01
2021-07-31,78,"mandioca","branca",12.24,"tuberculo",2021-07-01
2021-07-31,78,"tomate","cereja_amarelo",11.47,"legume",2021-07-01
2021-07-31,78,"brocolis","padrao",6.29,"hortalica",2021-07-01
2021-07-31,78,"cenoura","padrao",5.9,"tuberculo",2021-07-01
2021-07-31,78,"tomate","pera_vermelho",4.24,"legume",2021-07-01
2021-07-31,78,"almeirao","roxo",3.75,"hortalica",2021-07-01
2021-07-31,78,"almeirao","hadiche",2.83,"hortalica",2021-07-01
2021-07-31,78,"escarola","padrao",1.45,"hortalica",2021-07-01
2021-07-31,78,"quiabo","sta_cruz",0.87,"legume",2021-07-01
2021-07-31,78,"salsinha","padrao",0.76,"ervas",2021-07-01
2021-07-31,78,"chicoria","crespa",0.53,"hortalica",2021-07-01
2021-07-31,78,"jilo","comprido",0.43,"legume",2021-07-01
2021-07-31,78,"lippia_alba","padrao",0.27,"planta_medicinal",2021-07-01
2021-07-31,78,"peixinho","da_horta",0.18,"hortalica",2021-07-01
2021-07-31,78,"manjericao","grego",0.11,"ervas",2021-07-01
2021-08-07,79,"batata_doce","cenoura",12.1,"tuberculo",2021-08-01
2021-08-07,79,"brocolis","padrao",9.06,"hortalica",2021-08-01
2021-08-07,79,"banana","nanicao",7.47,"fruta",2021-08-01
2021-08-07,79,"banana","prata",7.33,"fruta",2021-08-01
2021-08-07,79,"cenoura","padrao",6.87,"tuberculo",2021-08-01
2021-08-07,79,"tomate","cereja_amarelo",6.68,"legume",2021-08-01
2021-08-07,79,"couve","manteiga",5.55,"hortalica",2021-08-01
2021-08-07,79,"alface","crioula",5.2,"hortalica",2021-08-01
2021-08-07,79,"batata_doce","branca",5.11,"tuberculo",2021-08-01
2021-08-07,79,"alface","elba",3.15,"hortalica",2021-08-01
2021-08-07,79,"tomate","pera_vermelho",2.97,"legume",2021-08-01
2021-08-07,79,"salsinha","padrao",1.24,"ervas",2021-08-01
2021-08-07,79,"cebolinha","padrao",0.94,"ervas",2021-08-01
2021-08-07,79,"lippia_alba","padrao",0.35,"planta_medicinal",2021-08-01
2021-08-07,79,"salvia","padrao",0.06,"ervas",2021-08-01
2021-08-14,80,"erva_doce","funcho",9.43,"planta_medicinal",2021-08-01
2021-08-14,80,"brocolis","padrao",7.84,"hortalica",2021-08-01
2021-08-14,80,"cenoura","padrao",7.42,"tuberculo",2021-08-01
2021-08-14,80,"alface","crioula",6.7,"hortalica",2021-08-01
2021-08-14,80,"tomate","cereja_amarelo",6.3,"legume",2021-08-01
2021-08-14,80,"tomate","pera_vermelho",2.34,"legume",2021-08-01
2021-08-14,80,"quiabo","estrela",1.86,"legume",2021-08-01
2021-08-14,80,"couve","manteiga",1.62,"hortalica",2021-08-01
2021-08-14,80,"jilo","comprido",1.04,"legume",2021-08-01
2021-08-14,80,"salsinha","padrao",0.92,"ervas",2021-08-01
2021-08-14,80,"jilo","redondo",0.48,"legume",2021-08-01
2021-08-14,80,"quiabo","sta_cruz",0.38,"legume",2021-08-01
2021-08-14,80,"lippia_alba","padrao",0.31,"planta_medicinal",2021-08-01
2021-08-14,80,"quiabo","clensom",0.28,"legume",2021-08-01
2021-08-14,80,"hortela","padrao",0.1,"ervas",2021-08-01
2021-08-21,81,"mandioca","branca",15.51,"tuberculo",2021-08-01
2021-08-21,81,"tomate","cereja_amarelo",7.81,"legume",2021-08-01
2021-08-21,81,"alface","crioula",7.69,"hortalica",2021-08-01
2021-08-21,81,"batata_doce","roxa",7.24,"tuberculo",2021-08-01
2021-08-21,81,"cenoura","padrao",5.69,"tuberculo",2021-08-01
2021-08-21,81,"couve","manteiga",5,"hortalica",2021-08-01
2021-08-21,81,"almeirao","roxo",5,"hortalica",2021-08-01
2021-08-21,81,"rucula","padrao",5,"hortalica",2021-08-01
2021-08-21,81,"alface","elba",4.86,"hortalica",2021-08-01
2021-08-21,81,"tomate","pera_vermelho",4.74,"legume",2021-08-01
2021-08-21,81,"salsinha","padrao",1.04,"ervas",2021-08-01
2021-08-21,81,"acafrao","da_terra",0.82,"planta_medicinal",2021-08-01
2021-08-21,81,"cebolinha","padrao",0.48,"ervas",2021-08-01
2021-08-21,81,"lippia_alba","padrao",0.37,"planta_medicinal",2021-08-01
2021-08-21,81,"ora_pro_nobis","padrao",0.21,"hortalica",2021-08-01
2021-08-21,81,"hortela","padrao",0.1,"ervas",2021-08-01
2021-08-28,82,"couve_flor","padrao",35.41,"hortalica",2021-08-01
2021-08-28,82,"tomate","pera_vermelho",7.69,"legume",2021-08-01
2021-08-28,82,"nabo","japones",6.09,"tuberculo",2021-08-01
2021-08-28,82,"tamarindo","padrao",5.83,"fruta",2021-08-01
2021-08-28,82,"couve","manteiga",5.28,"hortalica",2021-08-01
2021-08-28,82,"alface","crioula",5.12,"hortalica",2021-08-01
2021-08-28,82,"cenoura","padrao",4,"tuberculo",2021-08-01
2021-08-28,82,"tomate","cereja_amarelo",3.85,"legume",2021-08-01
2021-08-28,82,"alface","elba",3.23,"hortalica",2021-08-01
2021-08-28,82,"alho","poro",2.25,"legume",2021-08-01
2021-08-28,82,"jilo","comprido",1.76,"legume",2021-08-01
2021-08-28,82,"quiabo","sta_cruz",1.17,"legume",2021-08-01
2021-08-28,82,"salsinha","padrao",1,"ervas",2021-08-01
2021-08-28,82,"jilo","redondo",0.46,"legume",2021-08-01
2021-08-28,82,"lippia_alba","padrao",0.45,"planta_medicinal",2021-08-01
2021-08-28,82,"brocolis","padrao",0.42,"hortalica",2021-08-01
2021-08-28,82,"manjericao","grego",0.29,"ervas",2021-08-01
2021-08-28,82,"hortela","padrao",0.25,"ervas",2021-08-01
2021-09-04,83,"coco","baiano",28.96,"fruta",2021-09-01
2021-09-04,83,"alface","elba",8.02,"hortalica",2021-09-01
2021-09-04,83,"chicoria","crespa",8,"hortalica",2021-09-01
2021-09-04,83,"tomate","pera_vermelho",6.11,"legume",2021-09-01
2021-09-04,83,"couve","manteiga",5.6,"hortalica",2021-09-01
2021-09-04,83,"cenoura","padrao",4.32,"tuberculo",2021-09-01
2021-09-04,83,"nabo","japones",4.16,"tuberculo",2021-09-01
2021-09-04,83,"alface","crioula",4.16,"hortalica",2021-09-01
2021-09-04,83,"rucula","padrao",3.76,"hortalica",2021-09-01
2021-09-04,83,"tomate","cereja_amarelo",2.88,"legume",2021-09-01
2021-09-04,83,"beldroega","padrao",2,"outros",2021-09-01
2021-09-04,83,"salsinha","padrao",1.48,"ervas",2021-09-01
2021-09-04,83,"lippia_alba","padrao",0.61,"planta_medicinal",2021-09-01
2021-09-04,83,"manjericao","grego",0.17,"ervas",2021-09-01
2021-09-04,83,"lavanda","padrao",0.07,"planta_medicinal",2021-09-01
2021-09-11,84,"tomate","pera_vermelho",10.84,"legume",2021-09-01
2021-09-11,84,"batata","markies",9.95,"tuberculo",2021-09-01
2021-09-11,84,"batata","orchestra",7.73,"tuberculo",2021-09-01
2021-09-11,84,"jilo","comprido",7.4,"legume",2021-09-01
2021-09-11,84,"almeirao","roxo",7.3,"hortalica",2021-09-01
2021-09-11,84,"chicoria","crespa",7.03,"hortalica",2021-09-01
2021-09-11,84,"couve","manteiga",6.95,"hortalica",2021-09-01
2021-09-11,84,"nabo","japones",5.15,"tuberculo",2021-09-01
2021-09-11,84,"alface","elba",4.81,"hortalica",2021-09-01
2021-09-11,84,"tomate","cereja_amarelo",4.16,"legume",2021-09-01
2021-09-11,84,"rucula","padrao",3.24,"hortalica",2021-09-01
2021-09-11,84,"tamarindo","padrao",2.7,"fruta",2021-09-01
2021-09-11,84,"jilo","redondo",2.33,"legume",2021-09-01
2021-09-11,84,"beldroega","padrao",2.05,"outros",2021-09-01
2021-09-11,84,"salsinha","padrao",1,"ervas",2021-09-01
2021-09-11,84,"lippia_alba","padrao",0.37,"planta_medicinal",2021-09-01
2021-09-11,84,"hortela","padrao",0.21,"ervas",2021-09-01
2021-09-18,85,"mandioca","branca",14.95,"tuberculo",2021-09-01
2021-09-18,85,"tomate","pera_vermelho",14.02,"legume",2021-09-01
2021-09-18,85,"chicoria","crespa",7.04,"hortalica",2021-09-01
2021-09-18,85,"almeirao","catalao",5.1,"hortalica",2021-09-01
2021-09-18,85,"nabo","japones",4.72,"tuberculo",2021-09-01
2021-09-18,85,"couve","manteiga",4.6,"hortalica",2021-09-01
2021-09-18,85,"alface","crioula",3.33,"hortalica",2021-09-01
2021-09-18,85,"tomate","cereja_amarelo",2.7,"legume",2021-09-01
2021-09-18,85,"jilo","comprido",2.59,"legume",2021-09-01
2021-09-18,85,"alface","elba",2.22,"hortalica",2021-09-01
2021-09-18,85,"rucula","padrao",2.13,"hortalica",2021-09-01
2021-09-18,85,"salsinha","padrao",1.22,"ervas",2021-09-01
2021-09-18,85,"jilo","redondo",0.82,"legume",2021-09-01
2021-09-18,85,"lippia_alba","padrao",0.73,"planta_medicinal",2021-09-01
2021-09-18,85,"hortela","padrao",0.3,"ervas",2021-09-01
2021-09-25,86,"batata","markies",36.21,"tuberculo",2021-09-01
2021-09-25,86,"tomate","pera_vermelho",9.76,"legume",2021-09-01
2021-09-25,86,"tamarindo","padrao",7.08,"fruta",2021-09-01
2021-09-25,86,"chicoria","crespa",6.73,"hortalica",2021-09-01
2021-09-25,86,"almeirao","catalao",5.23,"hortalica",2021-09-01
2021-09-25,86,"couve","manteiga",4.32,"hortalica",2021-09-01
2021-09-25,86,"alface","crioula",4.26,"hortalica",2021-09-01
2021-09-25,86,"nabo","japones",3.7,"tuberculo",2021-09-01
2021-09-25,86,"rucula","padrao",2.18,"hortalica",2021-09-01
2021-09-25,86,"tomate","cereja_amarelo",1.86,"legume",2021-09-01
2021-09-25,86,"jilo","comprido",1.79,"legume",2021-09-01
2021-09-25,86,"salsinha","padrao",1.35,"ervas",2021-09-01
2021-09-25,86,"jilo","redondo",1.04,"legume",2021-09-01
2021-09-25,86,"hortela","padrao",0.47,"ervas",2021-09-01
2021-09-25,86,"lippia_alba","padrao",0.44,"planta_medicinal",2021-09-01
2021-10-02,87,"batata","cupido",11.26,"tuberculo",2021-10-01
2021-10-02,87,"batata","orchestra",8.86,"tuberculo",2021-10-01
2021-10-02,87,"erva_doce","funcho",6,"planta_medicinal",2021-10-01
2021-10-02,87,"almeirao","roxo",5.09,"hortalica",2021-10-01
2021-10-02,87,"chicoria","crespa",4.75,"hortalica",2021-10-01
2021-10-02,87,"alho","poro",3.63,"legume",2021-10-01
2021-10-02,87,"tomate","pera_vermelho",2.99,"legume",2021-10-01
2021-10-02,87,"salsinha","padrao",2.19,"ervas",2021-10-01
2021-10-02,87,"alface","crioula",2.15,"hortalica",2021-10-01
2021-10-02,87,"almeirao","hadiche",2.15,"hortalica",2021-10-01
2021-10-02,87,"lippia_alba","padrao",0.54,"planta_medicinal",2021-10-01
2021-10-02,87,"tomate","cereja_amarelo",0.53,"legume",2021-10-01
2021-10-02,87,"hortela","padrao",0.47,"ervas",2021-10-01
2021-10-09,88,"batata","cupido",18.07,"tuberculo",2021-10-01
2021-10-09,88,"batata","orchestra",16.45,"tuberculo",2021-10-01
2021-10-09,88,"abobrinha","italiana",7.87,"legume",2021-10-01
2021-10-09,88,"chicoria","crespa",4,"hortalica",2021-10-01
2021-10-09,88,"abobora","menina_brasileira",3.43,"legume",2021-10-01
2021-10-09,88,"tamarindo","padrao",3.33,"fruta",2021-10-01
2021-10-09,88,"almeirao","roxo",2.92,"hortalica",2021-10-01
2021-10-09,88,"couve","manteiga",2.8,"hortalica",2021-10-01
2021-10-09,88,"cebola","branca",2.66,"legume",2021-10-01
2021-10-09,88,"almeirao","catalao",2.55,"hortalica",2021-10-01
2021-10-09,88,"beldroega","padrao",2.24,"outros",2021-10-01
2021-10-09,88,"tomate","pera_vermelho",1.82,"legume",2021-10-01
2021-10-09,88,"salsinha","padrao",1.69,"ervas",2021-10-01
2021-10-09,88,"cebola","roxa",1.62,"legume",2021-10-01
2021-10-09,88,"jilo","comprido",1.4,"legume",2021-10-01
2021-10-09,88,"abobora","moranga",1.04,"legume",2021-10-01
2021-10-09,88,"jilo","redondo",0.96,"legume",2021-10-01
2021-10-09,88,"tomate","cereja",0.85,"legume",2021-10-01
2021-10-09,88,"lippia_alba","padrao",0.78,"planta_medicinal",2021-10-01
2021-10-09,88,"manjericao","grego",0.75,"ervas",2021-10-01
2021-10-09,88,"hortela","padrao",0.18,"ervas",2021-10-01
2021-01-16,89,"batata","cupido",29.83,"tuberculo",2021-01-01
2021-01-16,89,"manga","rosa",12.11,"fruta",2021-01-01
2021-01-16,89,"cenoura","padrao",9.14,"tuberculo",2021-01-01
2021-01-16,89,"chicoria","crespa",4.14,"hortalica",2021-01-01
2021-01-16,89,"rucula","padrao",3.38,"hortalica",2021-01-01
2021-01-16,89,"rabanete","crinsom",3,"tuberculo",2021-01-01
2021-01-16,89,"beldroega","padrao",2.35,"outros",2021-01-01
2021-01-16,89,"almeirao","roxo",1.97,"hortalica",2021-01-01
2021-01-16,89,"pitanga","padrao",1.71,"fruta",2021-01-01
2021-01-16,89,"salsinha","padrao",1.46,"ervas",2021-01-01
2021-01-16,89,"manga","manteiguinha",1.08,"fruta",2021-01-01
2021-01-16,89,"lippia_alba","padrao",0.79,"planta_medicinal",2021-01-01
2021-01-16,89,"manjericao","grego",0.65,"ervas",2021-01-01
2021-01-16,89,"hortela","padrao",0.33,"ervas",2021-01-01
2021-10-23,90,"batata","cupido",26.67,"tuberculo",2021-10-01
2021-10-23,90,"manga","rosa",24.72,"fruta",2021-10-01
2021-10-23,90,"manga","manteiguinha",9.92,"fruta",2021-10-01
2021-10-23,90,"cenoura","padrao",9.26,"tuberculo",2021-10-01
2021-10-23,90,"abobrinha","italiana",6.9,"legume",2021-10-01
2021-10-23,90,"pepino","aodai",6.75,"legume",2021-10-01
2021-10-23,90,"chicoria","crespa",4.3,"hortalica",2021-10-01
2021-10-23,90,"abobora","menina_brasileira",3.9,"legume",2021-10-01
2021-10-23,90,"abobora","moranga",3.12,"legume",2021-10-01
2021-10-23,90,"caruru","amarantos",2.3,"hortalica",2021-10-01
2021-10-23,90,"jilo","comprido",2.28,"legume",2021-10-01
2021-10-23,90,"caju","vermelho",2,"fruta",2021-10-01
2021-10-23,90,"cebolinha","padrao",1.74,"ervas",2021-10-01
2021-10-23,90,"pitanga","padrao",1.7,"fruta",2021-10-01
2021-10-23,90,"salsinha","padrao",1.39,"ervas",2021-10-01
2021-10-23,90,"beldroega","padrao",1.28,"outros",2021-10-01
2021-10-23,90,"maxixe","do_norte",0.84,"legume",2021-10-01
2021-10-23,90,"lippia_alba","padrao",0.57,"planta_medicinal",2021-10-01
2021-10-23,90,"hortela","padrao",0.49,"ervas",2021-10-01
2021-10-30,91,"manga","rosa",57.45,"fruta",2021-10-01
2021-10-30,91,"batata","orchestra",28.58,"tuberculo",2021-10-01
2021-10-30,91,"manga","manteiguinha",18.02,"fruta",2021-10-01
2021-10-30,91,"jabuticaba","padrao",7.09,"fruta",2021-10-01
2021-10-30,91,"cenoura","padrao",6.81,"tuberculo",2021-10-01
2021-10-30,91,"tamarindo","padrao",5.7,"fruta",2021-10-01
2021-10-30,91,"chicoria","crespa",5.08,"hortalica",2021-10-01
2021-10-30,91,"jilo","comprido",4.37,"legume",2021-10-01
2021-10-30,91,"beldroega","padrao",2.13,"outros",2021-10-01
2021-10-30,91,"salsinha","padrao",1.2,"ervas",2021-10-01
2021-10-30,91,"almeirao","roxo",0.97,"hortalica",2021-10-01
2021-10-30,91,"lippia_alba","padrao",0.79,"planta_medicinal",2021-10-01
2021-10-30,91,"jilo","redondo",0.54,"legume",2021-10-01
2021-10-30,91,"hortela","padrao",0.36,"ervas",2021-10-01
2021-11-06,92,"batata","orchestra",23,"tuberculo",2021-11-01
2021-11-06,92,"manga","rosa",18.2,"fruta",2021-11-01
2021-11-06,92,"cenoura","padrao",6.28,"tuberculo",2021-11-01
2021-11-06,92,"abobora","caipira",6.05,"legume",2021-11-01
2021-11-06,92,"pepino","aodai",5.1,"legume",2021-11-01
2021-11-06,92,"abobora","menina_brasileira",3.86,"legume",2021-11-01
2021-11-06,92,"abobora","moranga",3.66,"legume",2021-11-01
2021-11-06,92,"chicoria","crespa",3.26,"hortalica",2021-11-01
2021-11-06,92,"jilo","comprido",2.18,"legume",2021-11-01
2021-11-06,92,"cebolinha","padrao",0.98,"ervas",2021-11-01
2021-11-06,92,"ora_pro_nobis","padrao",0.71,"hortalica",2021-11-01
2021-11-06,92,"lippia_alba","padrao",0.64,"planta_medicinal",2021-11-01
2021-11-06,92,"salsinha","padrao",0.59,"ervas",2021-11-01
2021-11-06,92,"hortela","padrao",0.24,"ervas",2021-11-01
2021-11-06,92,"tomilho","padrao",0.03,"ervas",2021-11-01
2021-11-06,92,"batata","orchestra",8.18,"tuberculo",2021-11-01
2021-11-06,92,"manga","rosa",8.18,"fruta",2021-11-01
2021-11-06,92,"cenoura","padrao",2.16,"tuberculo",2021-11-01
2021-11-06,92,"abobora","caipira",2,"legume",2021-11-01
2021-11-06,92,"abobora","menina_brasileira",1.88,"legume",2021-11-01
2021-11-06,92,"abobora","moranga",1,"legume",2021-11-01
2021-11-06,92,"chicoria","crespa",1,"hortalica",2021-11-01
2021-11-06,92,"jilo","comprido",1,"legume",2021-11-01
2021-11-06,92,"cebolinha","padrao",0.4,"ervas",2021-11-01
2021-11-06,92,"lippia_alba","padrao",0.26,"planta_medicinal",2021-11-01
2021-11-06,92,"salsinha","padrao",0.2,"ervas",2021-11-01
2021-11-06,92,"ora_pro_nobis","padrao",0.2,"hortalica",2021-11-01
2021-11-06,92,"hortela","padrao",0.07,"ervas",2021-11-01
2021-11-06,92,"tomilho","padrao",0.01,"ervas",2021-11-01
2021-11-06,92,"pepino","aodai",1.15,"legume",2021-11-01
2021-11-06,92,"cenoura","padrao",1.76,"tuberculo",2021-11-01
2021-11-06,92,"tamarindo","padrao",1.48,"fruta",2021-11-01
2021-11-06,92,"vagem","tempesta",0.99,"legume",2021-11-01
2021-11-06,92,"maxixe","do_norte",0.82,"legume",2021-11-01
2021-11-06,92,"beldroega","padrao",0.28,"outros",2021-11-01
2021-11-06,92,"vagem","de_corda",0.17,"legume",2021-11-01
2021-11-06,92,"manjericao","grego",0.08,"ervas",2021-11-01
2021-11-11,93,"batata","markies",13.44,"tuberculo",2021-11-01
2021-11-11,93,"cenoura","padrao",5,"tuberculo",2021-11-01
2021-11-11,93,"pepino","aodai",2.4,"legume",2021-11-01
2021-11-11,93,"mamao","papaia",1.85,"fruta",2021-11-01
2021-11-11,93,"salsinha","padrao",1.5,"ervas",2021-11-01
2021-11-11,93,"hortela","padrao",0.87,"ervas",2021-11-01
2021-11-11,93,"alface","crioula",0.82,"hortalica",2021-11-01
2021-11-11,93,"vagem","tempesta",0.76,"legume",2021-11-01
2021-11-11,93,"rucula","padrao",0.55,"hortalica",2021-11-01
2021-11-11,93,"manjericao","grego",0.45,"ervas",2021-11-01
2021-11-11,93,"flor","de_cosmos",0.17,"outros",2021-11-01
2021-11-11,93,"flor","de_erva_doca_funcho",0.12,"outros",2021-11-01
2021-11-13,93,"manga","rosa",22.48,"fruta",2021-11-01
2021-11-13,93,"batata","markies",18.96,"tuberculo",2021-11-01
2021-11-13,93,"manga","manteiguinha",18.28,"fruta",2021-11-01
2021-11-13,93,"abobora","caravela",7.19,"legume",2021-11-01
2021-11-13,93,"abobora","moranga",4.91,"legume",2021-11-01
2021-11-13,93,"abobora","menina_brasileira",3.82,"legume",2021-11-01
2021-11-13,93,"vagem","tempesta",2.5,"legume",2021-11-01
2021-11-13,93,"alho","poro",2.27,"legume",2021-11-01
2021-11-13,93,"beldroega","padrao",2.13,"outros",2021-11-01
2021-11-13,93,"jilo","comprido",1.93,"legume",2021-11-01
2021-11-13,93,"jilo","redondo",1.1,"legume",2021-11-01
2021-11-13,93,"lippia_alba","padrao",0.58,"planta_medicinal",2021-11-01
2021-11-13,93,"manjericao","grego",0.42,"ervas",2021-11-01
2021-11-13,93,"vagem","de_corda",0.32,"legume",2021-11-01
2021-11-13,93,"hortela","padrao",0.3,"ervas",2021-11-01
2021-11-13,93,"alfavacao","cravo",0.25,"hortalica",2021-11-01
2021-11-13,93,"lavanda","padrao",0.14,"planta_medicinal",2021-11-01
2021-11-13,93,"manga","rosa",10.2,"fruta",2021-11-01
2021-11-13,93,"manga","manteiguinha",10.1,"fruta",2021-11-01
2021-11-13,93,"batata","markies",4.5,"tuberculo",2021-11-01
2021-11-13,93,"abobora","caravela",2.6,"legume",2021-11-01
2021-11-13,93,"vagem","tempesta",0.45,"legume",2021-11-01
2021-11-13,93,"alho","poro",0.4,"legume",2021-11-01
2021-11-13,93,"jilo","comprido",0.35,"legume",2021-11-01
2021-11-13,93,"beldroega","padrao",0.3,"outros",2021-11-01
2021-11-13,93,"lippia_alba","padrao",0.2,"planta_medicinal",2021-11-01
2021-11-13,93,"hortela","padrao",0.05,"ervas",2021-11-01
2021-11-13,93,"alfavacao","cravo",0.04,"hortalica",2021-11-01
2021-11-13,93,"manjericao","grego",0.04,"ervas",2021-11-01
2021-11-17,94,"batata","markies",13.24,"tuberculo",2021-11-01
2021-11-17,94,"jabuticaba","padrao",4.66,"fruta",2021-11-01
2021-11-17,94,"mamao","papaia",1,"fruta",2021-11-01
2021-11-17,94,"alho","poro",1,"legume",2021-11-01
2021-11-17,94,"alface","crioula",0.7,"hortalica",2021-11-01
2021-11-17,94,"hortela","padrao",0.3,"ervas",2021-11-01
2021-11-20,94,"manga","rosa",22.55,"fruta",2021-11-01
2021-11-20,94,"mandioca","branca",18.5,"tuberculo",2021-11-01
2021-11-20,94,"abobora","caravela",15.55,"legume",2021-11-01
2021-11-20,94,"milho","amarelo",7.79,"legume",2021-11-01
