"dia","id_partilha","cultivo","variedade","quantidade","tipo_cultivo","mes"
2020-02-01,1,"batata_doce","branca",34,"tuberculo",2020-02-01
2020-02-01,1,"abacate","padrao",20,"fruta",2020-02-01
2020-02-01,1,"mamao","formosa",14.5,"fruta",2020-02-01
2020-02-01,1,"abobora","mini_moranga",6,"legume",2020-02-01
2020-02-01,1,"rucula","padrao",5.5,"hortalica",2020-02-01
2020-02-01,1,"almeirao","branco",5,"hortalica",2020-02-01
2020-02-01,1,"cebolinha","padrao",3.5,"ervas",2020-02-01
2020-02-01,1,"salsinha","padrao",1.4,"ervas",2020-02-01
2020-02-08,2,"batata_doce","branca",25,"tuberculo",2020-02-01
2020-02-08,2,"abacate","bolinha",17,"fruta",2020-02-01
2020-02-08,2,"abacate","padrao",13,"fruta",2020-02-01
2020-02-08,2,"lima","da_persia",7,"fruta",2020-02-01
2020-02-08,2,"rucula","padrao",2,"hortalica",2020-02-01
2020-02-08,2,"alface","roxo",2,"hortalica",2020-02-01
2020-02-08,2,"alface","romana",2,"hortalica",2020-02-01
2020-02-08,2,"mostarda","crespa",2,"hortalica",2020-02-01
2020-02-08,2,"coentro","padrao",1,"ervas",2020-02-01
2020-02-08,2,"manjericao","grecco",1,"ervas",2020-02-01
2020-02-15,3,"abacate","padrao",30,"fruta",2020-02-01
2020-02-15,3,"coco","baiano",24.5,"fruta",2020-02-01
2020-02-15,3,"batata_doce","branca",20.7,"tuberculo",2020-02-01
2020-02-15,3,"almeirao","branco",8,"hortalica",2020-02-01
2020-02-15,3,"beldroega","padrao",5,"outros",2020-02-01
2020-02-15,3,"cebolinha","padrao",4,"ervas",2020-02-01
2020-02-15,3,"quiabo","padrao",3,"legume",2020-02-01
2020-02-15,3,"rabanete","padrao",1.8,"tuberculo",2020-02-01
2020-02-22,4,"abacate","padrao",23.4,"fruta",2020-02-01
2020-02-22,4,"batata_doce","branca",20,"tuberculo",2020-02-01
2020-02-22,4,"almeirao","branco",6,"hortalica",2020-02-01
2020-02-22,4,"jabuticaba","padrao",4.4,"fruta",2020-02-01
2020-02-22,4,"quiabo","padrao",4,"legume",2020-02-01
2020-02-22,4,"rucula","padrao",1.9,"hortalica",2020-02-01
2020-02-22,4,"boldinho","chileno",1,"ervas",2020-02-01
2020-02-29,5,"abacate","padrao",27,"fruta",2020-02-01
2020-02-29,5,"mandioca","padrao",21.1,"tuberculo",2020-02-01
2020-02-29,5,"quiabo","padrao",5.8,"legume",2020-02-01
2020-02-29,5,"batata_doce","branca",4.6,"tuberculo",2020-02-01
2020-02-29,5,"cebolinha","padrao",3.7,"ervas",2020-02-01
2020-02-29,5,"beldroega","padrao",2,"outros",2020-02-01
2020-02-29,5,"manjericao","grecco",1.4,"ervas",2020-02-01
2020-02-29,5,"salsinha","padrao",0.83,"ervas",2020-02-01
2020-03-07,6,"abacate","padrao",26,"fruta",2020-03-01
2020-03-07,6,"mandioca","padrao",21,"tuberculo",2020-03-01
2020-03-07,6,"quiabo","padrao",5.5,"legume",2020-03-01
2020-03-07,6,"rucula","padrao",3.9,"hortalica",2020-03-01
2020-03-07,6,"alface","romana",2.2,"hortalica",2020-03-01
2020-03-07,6,"alface","baba_de_verao",2.2,"hortalica",2020-03-01
2020-03-07,6,"cebolinha","padrao",1,"ervas",2020-03-01
2020-03-07,6,"camomila","padrao",0.05,"planta_medicinal",2020-03-01
2020-03-07,6,"coentro","semente",0.12,"ervas",2020-03-01
2020-03-14,7,"abacate","padrao",14.6,"fruta",2020-03-01
2020-03-14,7,"abacate","padrao",14,"fruta",2020-03-01
2020-03-14,7,"mandioca","padrao",13.7,"tuberculo",2020-03-01
2020-03-14,7,"quiabo","padrao",8.6,"legume",2020-03-01
2020-03-14,7,"rucula","padrao",4.3,"hortalica",2020-03-01
2020-03-14,7,"beldroega","padrao",3.4,"outros",2020-03-01
2020-03-14,7,"alface","elba",2.7,"hortalica",2020-03-01
2020-03-14,7,"cebolinha","padrao",2.4,"ervas",2020-03-01
2020-03-14,7,"caruru","amarantos",2,"hortalica",2020-03-01
2020-03-14,7,"alface","crespa",1.55,"hortalica",2020-03-01
2020-03-21,8,"abacate","padrao",22.6,"fruta",2020-03-01
2020-03-21,8,"mandioca","padrao",15.1,"tuberculo",2020-03-01
2020-03-21,8,"quiabo","padrao",13.8,"legume",2020-03-01
2020-03-21,8,"abacate","padrao",7.5,"fruta",2020-03-01
2020-03-21,8,"alface","elba",5.8,"hortalica",2020-03-01
2020-03-21,8,"berinjela","comprida",5.5,"legume",2020-03-01
2020-03-21,8,"milho","roxo_peruano",5.5,"legume",2020-03-01
2020-03-21,8,"alface","baba_de_verao",4.1,"hortalica",2020-03-01
2020-03-21,8,"rucula","padrao",4.1,"hortalica",2020-03-01
2020-03-28,9,"abacate","padrao",16,"fruta",2020-03-01
2020-03-28,9,"batata_doce","branca",15.9,"tuberculo",2020-03-01
2020-03-28,9,"quiabo","padrao",10.6,"legume",2020-03-01
2020-03-28,9,"feijao","orelha_de_porco",8.7,"legume",2020-03-01
2020-03-28,9,"mostarda","padrao",6,"hortalica",2020-03-01
2020-03-28,9,"rabanete","padrao",4,"tuberculo",2020-03-01
2020-03-28,9,"berinjela","comprida",3.4,"legume",2020-03-01
2020-03-28,9,"alface","elba",3.2,"hortalica",2020-03-01
2020-03-28,9,"rucula","padrao",3,"hortalica",2020-03-01
2020-03-28,9,"alface","baba_de_verao",3,"hortalica",2020-03-01
2020-03-28,9,"alho","poro",2.9,"legume",2020-03-01
2020-03-28,9,"cebolinha","padrao",2.15,"ervas",2020-03-01
2020-03-28,9,"salsinha","padrao",1.07,"ervas",2020-03-01
2020-03-28,9,"pimenta","biquinho_amarela",0.8,"legume",2020-03-01
2020-03-28,9,"manjericao","grecco",0.29,"ervas",2020-03-01
2020-03-28,9,"pimenta","biquinho_vermelha",0.2,"legume",2020-03-01
2020-04-04,10,"quiabo","santa_cruz",14.3,"legume",2020-04-01
2020-04-04,10,"alface","elba",12.1,"hortalica",2020-04-01
2020-04-04,10,"batata_doce","branca",11.5,"tuberculo",2020-04-01
2020-04-04,10,"cenoura","padrao",10.6,"tuberculo",2020-04-01
2020-04-04,10,"berinjela","padrao",6.1,"legume",2020-04-01
2020-04-04,10,"rucula","padrao",5.6,"hortalica",2020-04-01
2020-04-04,10,"maxixe","do_norte",3.7,"legume",2020-04-01
2020-04-04,10,"jilo","redondo",2.9,"legume",2020-04-01
2020-04-04,10,"pimenta","biquinho_amarela_e_vermelha",0.6,"legume",2020-04-01
2020-04-11,11,"quiabo","santa_cruz",13.4,"legume",2020-04-01
2020-04-11,11,"batata_doce","branca",11.5,"tuberculo",2020-04-01
2020-04-11,11,"rucula","padrao",7.7,"hortalica",2020-04-01
2020-04-11,11,"nabo","japones",5.5,"tuberculo",2020-04-01
2020-04-11,11,"almeirao","branco",5.5,"hortalica",2020-04-01
2020-04-11,11,"mostarda","padrao",5.4,"hortalica",2020-04-01
2020-04-11,11,"hortela","do_norte",3,"ervas",2020-04-01
2020-04-11,11,"jilo","redondo",2.68,"legume",2020-04-01
2020-04-11,11,"rabanete","padrao",2.25,"tuberculo",2020-04-01
2020-04-11,11,"cebolinha","padrao",1.65,"ervas",2020-04-01
2020-04-11,11,"salsinha","padrao",0.98,"ervas",2020-04-01
2020-04-11,11,"urucum","padrao",0.52,"planta_medicinal",2020-04-01
2020-04-18,12,"quiabo","santa_cruz",11.9,"legume",2020-04-01
2020-04-18,12,"berinjela","padrao",11.1,"legume",2020-04-01
2020-04-18,12,"batata_doce","branca",5.9,"tuberculo",2020-04-01
2020-04-18,12,"rabanete","padrao",5.6,"tuberculo",2020-04-01
2020-04-18,12,"nabo","japones",5.1,"tuberculo",2020-04-01
2020-04-18,12,"rucula","padrao",5,"hortalica",2020-04-01
2020-04-18,12,"cenoura","padrao",4.7,"tuberculo",2020-04-01
2020-04-18,12,"maxixe","do_norte",3.8,"legume",2020-04-01
2020-04-18,12,"jilo","redondo",3.7,"legume",2020-04-01
2020-04-18,12,"almeirao","branco",3.7,"hortalica",2020-04-01
2020-04-18,12,"pimenta","biquinho_amarela_e_vermelha",0.93,"legume",2020-04-01
2020-04-18,12,"hortela","padrao",0.71,"ervas",2020-04-01
2020-04-25,13,"quiabo","santa_cruz",11.6,"legume",2020-04-01
2020-04-25,13,"rabanete","padrao",6.2,"tuberculo",2020-04-01
2020-04-25,13,"batata_doce","branca",6,"tuberculo",2020-04-01
2020-04-25,13,"berinjela","padrao",5.1,"legume",2020-04-01
2020-04-25,13,"rucula","padrao",3,"hortalica",2020-04-01
2020-04-25,13,"jilo","redondo",2.85,"legume",2020-04-01
2020-04-25,13,"alho","poro",2,"legume",2020-04-01
2020-04-25,13,"maxixe","do_norte",1.75,"legume",2020-04-01
2020-04-25,13,"salsinha","padrao",0.87,"ervas",2020-04-01
2020-04-25,13,"cebolinha","padrao",0.63,"ervas",2020-04-01
2020-04-25,13,"alfavacao","cravo",0.5,"hortalica",2020-04-01
2020-05-02,14,"mamao","formosa",32.3,"fruta",2020-05-01
2020-05-02,14,"couve","chinesa",9.71,"hortalica",2020-05-01
2020-05-02,14,"berinjela","padrao",6.6,"legume",2020-05-01
2020-05-02,14,"quiabo","santa_cruz",6,"legume",2020-05-01
2020-05-02,14,"nabo","japones",5.5,"tuberculo",2020-05-01
2020-05-02,14,"jilo","redondo",5,"legume",2020-05-01
2020-05-02,14,"rucula","padrao",3.04,"hortalica",2020-05-01
2020-05-02,14,"maxixe","do_norte",2,"legume",2020-05-01
2020-05-02,14,"pimenta","biquinho_amarela_e_vermelha",0.41,"legume",2020-05-01
2020-05-02,14,"manjericao","folha_larga",0.33,"ervas",2020-05-01
2020-05-09,15,"couve","chinesa",10.5,"hortalica",2020-05-01
2020-05-09,15,"cenoura","padrao",8.5,"tuberculo",2020-05-01
2020-05-09,15,"nabo","japones",7.5,"tuberculo",2020-05-01
2020-05-09,15,"abobrinha","italiana",7.24,"legume",2020-05-01
2020-05-09,15,"quiabo","santa_cruz",6.32,"legume",2020-05-01
2020-05-09,15,"berinjela","padrao",6.1,"legume",2020-05-01
2020-05-09,15,"rucula","padrao",6,"hortalica",2020-05-01
2020-05-09,15,"rabanete","padrao",5,"tuberculo",2020-05-01
2020-05-09,15,"jilo","redondo",4.7,"legume",2020-05-01
2020-05-09,15,"maxixe","do_norte",1.97,"legume",2020-05-01
2020-05-16,16,"feijao","de_porco",13.7,"legume",2020-05-01
2020-05-16,16,"rabanete","padrao",12.6,"tuberculo",2020-05-01
2020-05-16,16,"abobrinha","italiana",10,"legume",2020-05-01
2020-05-16,16,"berinjela","padrao",8.1,"legume",2020-05-01
2020-05-16,16,"couve","chinesa",7.3,"hortalica",2020-05-01
2020-05-16,16,"jilo","redondo",6.15,"legume",2020-05-01
2020-05-16,16,"quiabo","santa_cruz",5,"legume",2020-05-01
2020-05-16,16,"rucula","padrao",4.3,"hortalica",2020-05-01
2020-05-16,16,"alho","poro",2.6,"legume",2020-05-01
2020-05-16,16,"hortela","do_norte",1.9,"ervas",2020-05-01
2020-05-16,16,"almeirao","branco",1.7,"hortalica",2020-05-01
2020-05-16,16,"maxixe","do_norte",1.56,"legume",2020-05-01
2020-05-16,16,"pimenta","aji_amarela",0.68,"legume",2020-05-01
2020-05-23,17,"abobrinha","italiana",11.5,"legume",2020-05-01
2020-05-23,17,"mamao","formosa",10.4,"fruta",2020-05-01
2020-05-23,17,"rabanete","padrao",9.9,"tuberculo",2020-05-01
2020-05-23,17,"mamao","papaia",9.2,"fruta",2020-05-01
2020-05-23,17,"cenoura","padrao",7.6,"tuberculo",2020-05-01
2020-05-23,17,"alface","cria_maea",6.7,"hortalica",2020-05-01
2020-05-23,17,"rucula","padrao",5.9,"hortalica",2020-05-01
2020-05-23,17,"jilo","redondo",4.7,"legume",2020-05-01
2020-05-23,17,"berinjela","padrao",4.4,"legume",2020-05-01
2020-05-23,17,"quiabo","santa_cruz",4.1,"legume",2020-05-01
2020-05-23,17,"tomate","cereja",2.8,"legume",2020-05-01
2020-05-23,17,"alho","poro",2.1,"legume",2020-05-01
2020-05-23,17,"pimenta","biquinho_amarela_e_vermelha",0.65,"legume",2020-05-01
2020-05-23,17,"manjericao","folha_larga",0.54,"ervas",2020-05-01
2020-05-30,18,"couve","chinesa",16.4,"hortalica",2020-05-01
2020-05-30,18,"batata_doce","cenoura",14.7,"tuberculo",2020-05-01
2020-05-30,18,"alface","cria_maea",7.5,"hortalica",2020-05-01
2020-05-30,18,"rabanete","padrao",6,"tuberculo",2020-05-01
2020-05-30,18,"berinjela","padrao",5.5,"legume",2020-05-01
2020-05-30,18,"pepino","aodai",4.5,"legume",2020-05-01
2020-05-30,18,"jilo","redondo",3.6,"legume",2020-05-01
2020-05-30,18,"abobrinha","italiana",3.5,"legume",2020-05-01
2020-05-30,18,"erva_doce","funcho",2.3,"planta_medicinal",2020-05-01
2020-05-30,18,"rucula","padrao",1.25,"hortalica",2020-05-01
2020-06-06,19,"mandioca","padrao",28,"tuberculo",2020-06-01
2020-06-06,19,"batata_doce","cenoura",18.7,"tuberculo",2020-06-01
2020-06-06,19,"alface","cria_maea",9.55,"hortalica",2020-06-01
2020-06-06,19,"cenoura","padrao",8,"tuberculo",2020-06-01
2020-06-06,19,"pepino","aodai",7.2,"legume",2020-06-01
2020-06-06,19,"abobrinha","italiana",4,"legume",2020-06-01
2020-06-06,19,"berinjela","padrao",3.52,"legume",2020-06-01
2020-06-06,19,"tomate","cereja",3.37,"legume",2020-06-01
2020-06-06,19,"quiabo","sta_cruz",2.75,"legume",2020-06-01
2020-06-06,19,"salsinha","padrao",0.8,"ervas",2020-06-01
2020-06-06,19,"cebolinha","padrao",0.4,"ervas",2020-06-01
2020-06-06,19,"lavanda","padrao",0.37,"planta_medicinal",2020-06-01
2020-06-13,20,"couve","chinesa",26.9,"hortalica",2020-06-01
2020-06-13,20,"batata_doce","cenoura",16.2,"tuberculo",2020-06-01
2020-06-13,20,"mandioca","padrao",15.5,"tuberculo",2020-06-01
2020-06-13,20,"alface","cria_maea",10.6,"hortalica",2020-06-01
2020-06-13,20,"jilo","redondo",8.4,"legume",2020-06-01
2020-06-13,20,"berinjela","padrao",7.46,"legume",2020-06-01
2020-06-13,20,"pepino","aodai",6.32,"legume",2020-06-01
2020-06-13,20,"abobrinha","italiana",4.74,"legume",2020-06-01
2020-06-13,20,"erva_doce","funcho",3.5,"planta_medicinal",2020-06-01
2020-06-13,20,"salsinha","padrao",1.5,"ervas",2020-06-01
2020-06-20,21,"mamao","formosa",21.16,"fruta",2020-06-01
2020-06-20,21,"cenoura","padrao",10.6,"tuberculo",2020-06-01
2020-06-20,21,"almeirao","branco",8,"hortalica",2020-06-01
2020-06-20,21,"alface","cria_maea",7.6,"hortalica",2020-06-01
2020-06-20,21,"berinjela","padrao",6.4,"legume",2020-06-01
2020-06-20,21,"jilo","redondo",6.1,"legume",2020-06-01
2020-06-20,21,"alho","poro",5,"legume",2020-06-01
2020-06-20,21,"rabanete","padrao",4.86,"tuberculo",2020-06-01
2020-06-20,21,"pepino","aodai",4.45,"legume",2020-06-01
2020-06-20,21,"rucula","padrao",3.9,"hortalica",2020-06-01
2020-06-20,21,"manjericao","folha_larga",1.56,"ervas",2020-06-01
2020-06-20,21,"pimenta","biquinho_amarela",0.8,"legume",2020-06-01
2020-06-26,22,"batata_doce","cenoura",23.5,"tuberculo",2020-06-01
2020-06-26,22,"couve","chinesa",22,"hortalica",2020-06-01
2020-06-26,22,"cenoura","padrao",8,"tuberculo",2020-06-01
2020-06-26,22,"erva_doce","funcho",7,"planta_medicinal",2020-06-01
2020-06-26,22,"pepino","aodai",5.5,"legume",2020-06-01
2020-06-26,22,"berinjela","comprida",5,"legume",2020-06-01
2020-06-26,22,"jilo","redondo",4,"legume",2020-06-01
2020-06-26,22,"almeirao","branco",3,"hortalica",2020-06-01
2020-06-26,22,"tomate","cereja",2.5,"legume",2020-06-01
2020-06-26,22,"hortela","padrao",0.57,"ervas",2020-06-01
2020-06-26,22,"pimenta","aji_amarela",0.5,"legume",2020-06-01
2020-06-26,22,"lippia_alba","padrao",0.19,"planta_medicinal",2020-06-01
2020-07-04,23,"mandioca","padrao",29.8,"tuberculo",2020-07-01
2020-07-04,23,"mostarda","padrao",15.5,"hortalica",2020-07-01
2020-07-04,23,"berinjela","padrao",7.2,"legume",2020-07-01
2020-07-04,23,"rucula","padrao",4.5,"hortalica",2020-07-01
2020-07-04,23,"cenoura","padrao",4.2,"tuberculo",2020-07-01
2020-07-04,23,"jilo","redondo",3.6,"legume",2020-07-01
2020-07-04,23,"folha_de_brocolis","padrao",3.3,"hortalica",2020-07-01
2020-07-04,23,"hortela","do_norte",3.3,"ervas",2020-07-01
2020-07-04,23,"cebolinha","padrao",1,"ervas",2020-07-01
2020-07-11,24,"batata_doce","cenoura",28.74,"tuberculo",2020-07-01
2020-07-11,24,"repolho","padrao",21.49,"hortalica",2020-07-01
2020-07-11,24,"mostarda","padrao",15.84,"hortalica",2020-07-01
2020-07-11,24,"berinjela","padrao",5.51,"legume",2020-07-01
2020-07-11,24,"rucula","padrao",4.93,"hortalica",2020-07-01
2020-07-11,24,"pepino","aodai",4.08,"legume",2020-07-01
2020-07-11,24,"jilo","redondo",3.84,"legume",2020-07-01
2020-07-11,24,"quiabo","estrela",1.89,"legume",2020-07-01
2020-07-11,24,"coentro","padrao",0.7,"ervas",2020-07-01
2020-07-18,25,"mandioca","padrao",23.28,"tuberculo",2020-07-01
2020-07-18,25,"mamao","formosa",19.27,"fruta",2020-07-01
2020-07-18,25,"mostarda","padrao",17.01,"hortalica",2020-07-01
2020-07-18,25,"couve_flor","padrao",8.4,"hortalica",2020-07-01
2020-07-18,25,"escarola","padrao",5.13,"hortalica",2020-07-01
2020-07-18,25,"rucula","padrao",4.8,"hortalica",2020-07-01
2020-07-18,25,"tomate","cereja",4,"legume",2020-07-01
2020-07-18,25,"brocolis","padrao",1.7,"hortalica",2020-07-01
2020-07-18,25,"salsinha","padrao",0.83,"ervas",2020-07-01
2020-07-18,25,"pimenta","aji_amarela",0.28,"legume",2020-07-01
2020-07-25,26,"berinjela","padrao",13.5,"legume",2020-07-01
2020-07-25,26,"mostarda","padrao",12.27,"hortalica",2020-07-01
2020-07-25,26,"jilo","redondo",9.53,"legume",2020-07-01
2020-07-25,26,"erva_doce","funcho",9,"planta_medicinal",2020-07-01
2020-07-25,26,"rucula","padrao",6.5,"hortalica",2020-07-01
2020-07-25,26,"cenoura","padrao",5.2,"tuberculo",2020-07-01
2020-07-25,26,"almeirao","branco",5.1,"hortalica",2020-07-01
2020-07-25,26,"alho","poro",3,"legume",2020-07-01
2020-07-25,26,"hortela","do_norte",2.9,"ervas",2020-07-01
2020-07-25,26,"salsinha","padrao",2.85,"ervas",2020-07-01
2020-07-25,26,"quiabo","estrela",2.85,"legume",2020-07-01
2020-08-01,27,"couve_flor","padrao",17.04,"hortalica",2020-08-01
2020-08-01,27,"couve","chinesa",16.09,"hortalica",2020-08-01
2020-08-01,27,"rucula","padrao",11.42,"hortalica",2020-08-01
2020-08-01,27,"alface","crioula",5.09,"hortalica",2020-08-01
2020-08-01,27,"escarola","padrao",5.05,"hortalica",2020-08-01
2020-08-01,27,"jilo","redondo",4,"legume",2020-08-01
2020-08-01,27,"brocolis","padrao",3.02,"hortalica",2020-08-01
2020-08-01,27,"quiabo","estrela",2.95,"legume",2020-08-01
2020-08-01,27,"tomate","cereja",2.87,"legume",2020-08-01
2020-08-01,27,"tamarindo","padrao",1.77,"fruta",2020-08-01
2020-08-01,27,"manjericao","folha_larga",0.35,"ervas",2020-08-01
2020-08-08,28,"mandioca","padrao",21.6,"tuberculo",2020-08-01
2020-08-08,28,"berinjela","padrao",16,"legume",2020-08-01
2020-08-08,28,"rucula","padrao",12.5,"hortalica",2020-08-01
2020-08-08,28,"escarola","padrao",6.5,"hortalica",2020-08-01
2020-08-08,28,"jilo","redondo",6.29,"legume",2020-08-01
2020-08-08,28,"folha_de_brocolis","padrao",5.42,"hortalica",2020-08-01
2020-08-08,28,"tamarindo","padrao",3,"fruta",2020-08-01
2020-08-08,28,"salsinha","padrao",2.58,"ervas",2020-08-01
2020-08-08,28,"espinafre","africano",2.3,"hortalica",2020-08-01
2020-08-15,29,"couve_flor","padrao",22.18,"hortalica",2020-08-01
2020-08-15,29,"batata_doce","cenoura",19.9,"tuberculo",2020-08-01
2020-08-15,29,"rucula","padrao",5.68,"hortalica",2020-08-01
2020-08-15,29,"tamarindo","padrao",5.54,"fruta",2020-08-01
2020-08-15,29,"alface","padrao",5.53,"hortalica",2020-08-01
2020-08-15,29,"mostarda","padrao",5.2,"hortalica",2020-08-01
2020-08-15,29,"almeirao","branco",4.15,"hortalica",2020-08-01
2020-08-15,29,"jilo","redondo",3.1,"legume",2020-08-01
2020-08-15,29,"quiabo","estrela",3,"legume",2020-08-01
2020-08-15,29,"salsao","padrao",2,"hortalica",2020-08-01
2020-08-15,29,"brocolis","padrao",1.43,"hortalica",2020-08-01
2020-08-22,30,"mandioca","padrao",23,"tuberculo",2020-08-01
2020-08-22,30,"berinjela","padrao",14.7,"legume",2020-08-01
2020-08-22,30,"couve","chinesa",14.3,"hortalica",2020-08-01
2020-08-22,30,"couve_flor","padrao",11.79,"hortalica",2020-08-01
2020-08-22,30,"rucula","padrao",6.84,"hortalica",2020-08-01
2020-08-22,30,"tomate","cereja",6.56,"legume",2020-08-01
2020-08-22,30,"alface","padrao",5.64,"hortalica",2020-08-01
2020-08-22,30,"tamarindo","padrao",3.74,"fruta",2020-08-01
2020-08-22,30,"pepino","aodai",2,"legume",2020-08-01
2020-08-22,30,"maxixe","liso_gibao",1.3,"legume",2020-08-01
2020-08-22,30,"pimenta","aji_amarela",1,"legume",2020-08-01
2020-08-22,30,"quiabo","estrela",0.9,"legume",2020-08-01
2020-08-22,30,"brocolis","padrao",0.54,"hortalica",2020-08-01
2020-08-29,31,"batata_doce","cenoura",22.85,"tuberculo",2020-08-01
2020-08-29,31,"repolho","padrao",17.99,"hortalica",2020-08-01
2020-08-29,31,"escarola","padrao",10.91,"hortalica",2020-08-01
2020-08-29,31,"alface","padrao",9.41,"hortalica",2020-08-01
2020-08-29,31,"rucula","padrao",7.9,"hortalica",2020-08-01
2020-08-29,31,"almeirao","hadiche",4.7,"hortalica",2020-08-01
2020-08-29,31,"jilo","redondo",4.2,"legume",2020-08-01
2020-08-29,31,"tamarindo","padrao",3.7,"fruta",2020-08-01
2020-08-29,31,"tomate","cereja",2.8,"legume",2020-08-01
2020-08-29,31,"salsinha","padrao",1.75,"ervas",2020-08-01
2020-08-29,31,"cebolinha","padrao",0.87,"ervas",2020-08-01
2020-09-05,32,"berinjela","padrao",25.9,"legume",2020-09-01
2020-09-05,32,"batata_doce","branca",22.67,"tuberculo",2020-09-01
2020-09-05,32,"escarola","padrao",12,"hortalica",2020-09-01
2020-09-05,32,"almeirao","branco",8.8,"hortalica",2020-09-01
2020-09-05,32,"erva_doce","funcho",7.71,"planta_medicinal",2020-09-01
2020-09-05,32,"alface","padrao",7.1,"hortalica",2020-09-01
2020-09-05,32,"tomate","cereja",3.47,"legume",2020-09-01
2020-09-05,32,"quiabo","estrela",2.2,"legume",2020-09-01
2020-09-05,32,"jilo","redondo",1.8,"legume",2020-09-01
2020-09-05,32,"salvia","padrao",0.09,"ervas",2020-09-01
2020-09-12,33,"mandioca","padrao",14,"tuberculo",2020-09-01
2020-09-12,33,"almeirao","hadiche",11.67,"hortalica",2020-09-01
2020-09-12,33,"almeirao","branco",11.3,"hortalica",2020-09-01
2020-09-12,33,"cenoura","padrao",9,"tuberculo",2020-09-01
2020-09-12,33,"alface","padrao",6.63,"hortalica",2020-09-01
2020-09-12,33,"nabo","japones",4.5,"tuberculo",2020-09-01
2020-09-12,33,"tomate","cereja",2.87,"legume",2020-09-01
2020-09-12,33,"salsao","padrao",2.63,"hortalica",2020-09-01
2020-09-12,33,"rabanete","padrao",2.1,"tuberculo",2020-09-01
2020-09-12,33,"pimenta","aji_amarela",2,"legume",2020-09-01
2020-09-12,33,"coentro","padrao",0.7,"ervas",2020-09-01
2020-09-12,33,"ora_pro_nobis","padrao",0.45,"hortalica",2020-09-01
2020-09-19,34,"batata_doce","branca",21.43,"tuberculo",2020-09-01
2020-09-19,34,"berinjela","padrao",21.3,"legume",2020-09-01
2020-09-19,34,"escarola","padrao",10.49,"hortalica",2020-09-01
2020-09-19,34,"almeirao","branco",9.51,"hortalica",2020-09-01
2020-09-19,34,"tamarindo","padrao",5.84,"fruta",2020-09-01
2020-09-19,34,"almeirao","hadiche",5.5,"hortalica",2020-09-01
2020-09-19,34,"couve","manteiga",4.3,"hortalica",2020-09-01
2020-09-19,34,"tomate","cereja",3.37,"legume",2020-09-01
2020-09-19,34,"jilo","redondo",3.3,"legume",2020-09-01
2020-09-19,34,"quiabo","estrela",2.59,"legume",2020-09-01
2020-09-19,34,"salsao","padrao",2.41,"hortalica",2020-09-01
2020-09-19,34,"salsinha","padrao",1.25,"ervas",2020-09-01
2020-09-19,34,"coentro","padrao",0.55,"ervas",2020-09-01
2020-09-26,35,"erva_doce","funcho",14.12,"planta_medicinal",2020-09-01
2020-09-26,35,"cenoura","padrao",9.25,"tuberculo",2020-09-01
2020-09-26,35,"alface","padrao",8.14,"hortalica",2020-09-01
2020-09-26,35,"almeirao","hadiche",7.64,"hortalica",2020-09-01
2020-09-26,35,"escarola","padrao",6.74,"hortalica",2020-09-01
2020-09-26,35,"beterraba","padrao",5.5,"tuberculo",2020-09-01
2020-09-26,35,"almeirao","branco",5.45,"hortalica",2020-09-01
2020-09-26,35,"alho","poro",4.55,"legume",2020-09-01
2020-09-26,35,"jabuticaba","padrao",4.34,"fruta",2020-09-01
2020-09-26,35,"beldroega","padrao",4.15,"outros",2020-09-01
2020-09-26,35,"couve","manteiga",2.4,"hortalica",2020-09-01
2020-09-26,35,"salsinha","padrao",1.66,"ervas",2020-09-01
2020-09-26,35,"agriao","padrao",1.43,"hortalica",2020-09-01
2020-09-26,35,"pimenta","biquinho_amarela",0.6,"legume",2020-09-01
2020-09-26,35,"coentro","padrao",0.49,"ervas",2020-09-01
2020-09-26,35,"hortela","padrao",0.35,"ervas",2020-09-01
2020-09-26,35,"lippia_alba","padrao",0.18,"planta_medicinal",2020-09-01
2020-10-03,36,"batata_doce","branca",24.5,"tuberculo",2020-10-01
2020-10-03,36,"berinjela","padrao",17.54,"legume",2020-10-01
2020-10-03,36,"alface","crioula",14.09,"hortalica",2020-10-01
2020-10-03,36,"almeirao","branco",9.16,"hortalica",2020-10-01
2020-10-03,36,"almeirao","hadiche",8.83,"hortalica",2020-10-01
2020-10-03,36,"quiabo","estrela",3.1,"legume",2020-10-01
2020-10-03,36,"jilo","redondo",2.5,"legume",2020-10-01
2020-10-03,36,"beldroega","padrao",2.43,"outros",2020-10-01
2020-10-03,36,"tomate","cereja",2.41,"legume",2020-10-01
2020-10-03,36,"salsinha","padrao",0.94,"ervas",2020-10-01
2020-10-03,36,"peixinho","padrao",0.85,"hortalica",2020-10-01
2020-10-03,36,"cebolinha","padrao",0.73,"ervas",2020-10-01
2020-10-03,36,"coentro","padrao",0.35,"ervas",2020-10-01
2020-10-03,36,"lippia_alba","padrao",0.12,"planta_medicinal",2020-10-01
2020-10-10,37,"batata_doce","branca",21.62,"tuberculo",2020-10-01
2020-10-10,37,"alface","crioula",15.62,"hortalica",2020-10-01
2020-10-10,37,"tamarindo","padrao",10,"fruta",2020-10-01
2020-10-10,37,"pepino","aodai",9.9,"legume",2020-10-01
2020-10-10,37,"mamao","formosa",9.52,"fruta",2020-10-01
2020-10-10,37,"almeirao","hadiche",6.37,"hortalica",2020-10-01
